id,channel_id,duration(sec),domain
x9Ynkd2T7zk,UC7HAjwNSEFYtZY0_Hd7k9TA,183,astrology
5ZyutkX5g58,UCvz-F8tFnLdwzS8uVfb6iAQ,481,kids stories
DkxbXFIeUJU,UC9bV8KDMEIQtDJPufMBnLgQ,305,tv mega serial
7XzD6Dfey_I,UCSf6RNnLmWqIddnKQd1Rsng,651,kids stories
zvXnCVTAJrU,UC7HAjwNSEFYtZY0_Hd7k9TA,1348,astrology
IfU7Mq2ISuc,UCKUq0fgjo6fzBk0xSI4Um7w,1246,tv serials
UAtAvaWQgiI,UC7-fosVSgXvoFDuUDk6NWTQ,1163,tv serials
LDOUXaSIG14,UCKUq0fgjo6fzBk0xSI4Um7w,1214,tv serials
2f4l9z4LSrE,UCAjBd-r8JWfnRjfhg23nqLQ,1335,news debates
Q2FPH4u6mlI,UCkgkt7fyeNWZnXl0wNrPzSg,65,"tv mega serial,tv serials"
LSKdHkILk5s,UCY5Y5DJc-Heqyyk_pzLtiJA,662,vlogs
S98yAldWQQY,UC79nBDdt42X-e3a-BTSe58g,1255,audiobook
W6ZIFFmddCk,UCHSEezk_0-McCAUvDDe2b4Q,209,stock market discussion
p_-gaUjTKFQ,UCAXIXbbm1sw2oL37c1Qhg9g,914,vlogs
s-nABBlowZ4,UCBMgVLD4TaNFiZLNB60WMgg,109,political debates
p_9c9TrkCNs,UCfB_IgTZd3hhpnQ1xBvw5Kg,1065,vlogs
xcUeoGvrzwY,UCBMgVLD4TaNFiZLNB60WMgg,119,political debates
mUMAPpj4_D4,UCdlz8SZEyYPOnTaPPYcCyAA,327,cooking
26sfmKacYXs,UC7HAjwNSEFYtZY0_Hd7k9TA,195,astrology
YaI3WyH4S1Y,UCBMgVLD4TaNFiZLNB60WMgg,175,political debates
wCqCYu56f7E,UCtRTBEClK3Y5m8-AzypC85A,235,political interview
EJTSeC5G9YY,UC9bV8KDMEIQtDJPufMBnLgQ,141,tv mega serial
NaNsNMMRELY,UCkLkOjd3YVi91B4kj1ZexPQ,185,cooking
cAhWUWhoOmI,UCnGCkcMaUuR0Q-yCDtj5EVA,260,health
eKCE3uKHmTA,UCBMgVLD4TaNFiZLNB60WMgg,189,political debates
KkKaGsSj6BE,UCUBWLfwoGXd0dH5EHyUY12Q,814,documentary
hHqZYJwF9rI,UChbbStSxvlirIgoDvo5e4GA,222,astrology
ZzC9V4DpYUM,UC7HAjwNSEFYtZY0_Hd7k9TA,237,astrology
EBcMTJb6IcQ,UCj338dUpxmzVoEoHNf-kb0Q,790,vlogs
Axit_Ks1dU8,UCKUq0fgjo6fzBk0xSI4Um7w,38,tv serials
fd-SyWquDmE,UCu0nLmbM8lBea16o_3F7HbQ,623,politics talk shows
Dux39nqIjQs,UCAXIXbbm1sw2oL37c1Qhg9g,534,vlogs
OtHoI8_wTSo,UC43dHKWyVVPX1gX2pLwxdmw,286,tv mega serial
oKME2Bkg8UQ,UCz4-EekW9yKA7Y2EcyO0txA,861,vlogs
sPBFqDGEs6o,UCAXIXbbm1sw2oL37c1Qhg9g,848,vlogs
2LqoY5Vfp1U,UC7HAjwNSEFYtZY0_Hd7k9TA,311,astrology
aSxHGgbZIsk,UCrM_mz4EQlouJOdUQZVfeeQ,472,kids stories
I19jRZqko3o,UCBrdXVsW86LDNv-sNOf3RYQ,377,cooking
ToW8D8UfOFY,UCFWQ7Sma_m8XgiaTVO8gx-g,853,tv mega serial
h7eLD0GEGFc,UCBMgVLD4TaNFiZLNB60WMgg,142,political debates
YzMQGl_C__o,UCBMgVLD4TaNFiZLNB60WMgg,157,political debates
DZNeBWnkvjc,UCSf6RNnLmWqIddnKQd1Rsng,887,kids stories
IA4hEJF6Sh8,UCBMgVLD4TaNFiZLNB60WMgg,314,political debates
wUfBBvSgUfY,UC7-fosVSgXvoFDuUDk6NWTQ,1213,tv serials
XkXi-M3XDRM,UCBMgVLD4TaNFiZLNB60WMgg,133,political debates
HbZ5JKvtcsk,UCKUq0fgjo6fzBk0xSI4Um7w,29,tv serials
RkOpv2HpT50,UCBrdXVsW86LDNv-sNOf3RYQ,399,cooking
MLqd4fmK79o,UCKUq0fgjo6fzBk0xSI4Um7w,1193,tv serials
896hD_VJM34,UCkgkt7fyeNWZnXl0wNrPzSg,68,"tv mega serial,tv serials"
RnW_YElV58s,UCKUq0fgjo6fzBk0xSI4Um7w,31,tv serials
Z8nPo13DHX8,UCKUq0fgjo6fzBk0xSI4Um7w,31,tv serials
XFMdIQK_uYM,UCBMgVLD4TaNFiZLNB60WMgg,104,political debates
g8YJfRMaQ4g,UCBMgVLD4TaNFiZLNB60WMgg,2485,political debates
FgntiG45SjE,UCtRTBEClK3Y5m8-AzypC85A,84,political interview
V_6JTljmskE,UCcqUR8iufaKhP978UyOPlLA,595,vlogs
CifsDZnRdcs,UCXbrGguFDHyqNgH6CYnC9kA,430,entertainment talk shows
xrhAE5soAqY,UCVUDWqiYz3IumqolUdnFZYA,640,kids stories
zEoz4ibe87A,UCKUq0fgjo6fzBk0xSI4Um7w,1211,tv serials
KPE_iwyuxJw,UCKUq0fgjo6fzBk0xSI4Um7w,36,tv serials
oKElEZ5xpeE,UCbFJL5uuDr5utEZJJhYBejA,214,educational videos
nnINEm8Hjgw,UC7-fosVSgXvoFDuUDk6NWTQ,27,tv serials
oggnEqSgKcM,UC2iN8Wm_t2KB6-KtOPaFgeg,143,political interview
KRmHYU8auRU,UCBMgVLD4TaNFiZLNB60WMgg,316,political debates
E4Ru6U0SYpg,UCkgkt7fyeNWZnXl0wNrPzSg,78,"tv mega serial,tv serials"
8mpuenYmFAk,UCKUq0fgjo6fzBk0xSI4Um7w,31,tv serials
l0gIU5HPYyE,UCBMgVLD4TaNFiZLNB60WMgg,183,political debates
8HlSezaePOo,UCKUq0fgjo6fzBk0xSI4Um7w,21,tv serials
XtG3wPMoy2o,UCdR1pkCTa6NxErBetiMtdfQ,211,"health,fitness"
8QAdxiU7sRM,UCKJx-AjPsu3nJuOhfDOvx-A,938,"film interview,education interview"
ufF8hQwAjOQ,UCBMgVLD4TaNFiZLNB60WMgg,77,political debates
9b0zSbHFOfo,UCKJx-AjPsu3nJuOhfDOvx-A,404,"film interview,education interview"
hofGRptCJzQ,UCAXIXbbm1sw2oL37c1Qhg9g,1019,vlogs
--tELIYs14c,UC7HAjwNSEFYtZY0_Hd7k9TA,290,astrology
hXACHZfPzM8,UCB5cBj8VdppMkjQryKFVBLQ,462,cooking
CQCRYC4-5kM,UCdR1pkCTa6NxErBetiMtdfQ,145,"health,fitness"
bn0NtUfvwew,UCAXIXbbm1sw2oL37c1Qhg9g,570,vlogs
HeAID9dV3Io,UCBMgVLD4TaNFiZLNB60WMgg,155,political debates
-0srm3Dstys,UCv5KsGwkGEpNe55ElbXqRUw,848,vlogs
FycsrDoEei8,UCmgAwP8K9ffIrohNgoXh3eg,1022,cooking
8sflRgg6dcg,UCKUq0fgjo6fzBk0xSI4Um7w,31,tv serials
2ypjHeERE1A,UCHSEezk_0-McCAUvDDe2b4Q,161,stock market discussion
59ATty-uDbw,UCu0nLmbM8lBea16o_3F7HbQ,592,politics talk shows
j6MmMfH6oWM,UCzUlxu0PZCoJwDcx5OesEbA,759,astrology
6Yh9qRG2Mw0,UC7-fosVSgXvoFDuUDk6NWTQ,45,tv serials
8_amzoOFnxU,UC7rGWDQA9Wxf4NVS-VdwuHQ,258,shloka chanting
i4suGqMwUUs,UCBMgVLD4TaNFiZLNB60WMgg,109,political debates
4EsyZYCe6pg,UC7-fosVSgXvoFDuUDk6NWTQ,25,tv serials
53gnVko903k,UCBMgVLD4TaNFiZLNB60WMgg,124,political debates
8Vg3cKfU5yg,UCBMgVLD4TaNFiZLNB60WMgg,113,political debates
VF2ATIpkwPg,UC7-fosVSgXvoFDuUDk6NWTQ,1149,tv serials
MGTPFJjf7dk,UC7rGWDQA9Wxf4NVS-VdwuHQ,176,shloka chanting
_GBd0O3a1Dg,UCUBWLfwoGXd0dH5EHyUY12Q,577,documentary
lMw6SGi6yrU,UCKJx-AjPsu3nJuOhfDOvx-A,623,"film interview,education interview"
qEnyHwmi_cY,UCGPzKkPc91IrC4vjgXZ3sHQ,1124,education debates
nBZTrC5a6xI,UCBMgVLD4TaNFiZLNB60WMgg,182,political debates
eCwcm2TSjJ0,UCKJx-AjPsu3nJuOhfDOvx-A,341,"film interview,education interview"
Qpf83ch1V6g,UCz4-EekW9yKA7Y2EcyO0txA,452,vlogs
vQx5tL6U03M,UCbK0moR-8LEOD6NJ03DyCSw,754,education talk shows
lrMPnyO0Dj0,UCKJx-AjPsu3nJuOhfDOvx-A,1149,"film interview,education interview"
H7s9VKNjHHc,UC7-fosVSgXvoFDuUDk6NWTQ,351,tv serials
XTAL4a-Zv4w,UCKUq0fgjo6fzBk0xSI4Um7w,29,tv serials
itK8cjzH4bM,UCTxVXqLgEEVfrmrTRZuf_aQ,871,standup comedy
mOD96khSsXE,UCmgAwP8K9ffIrohNgoXh3eg,310,cooking
tWY8gTstAnw,UCv5KsGwkGEpNe55ElbXqRUw,596,vlogs
FiM4Z8Tm6tc,UCvwrKYaK_K0YBe0sMOfeeQg,483,spiritual videos
u2ssj-_7ro8,UCBMgVLD4TaNFiZLNB60WMgg,187,political debates
D4ZDXY-7U0E,UC7-fosVSgXvoFDuUDk6NWTQ,1237,tv serials
HpgPu6Gljkc,UCKUq0fgjo6fzBk0xSI4Um7w,1212,tv serials
NLzdPWm_EiE,UCY5Y5DJc-Heqyyk_pzLtiJA,607,vlogs
bzdORyeNEZ4,UCBMgVLD4TaNFiZLNB60WMgg,142,political debates
uhzjgpQcOBM,UChbbStSxvlirIgoDvo5e4GA,203,astrology
HaW53g37MgQ,UCkLkOjd3YVi91B4kj1ZexPQ,330,cooking
HRV9jHdLbhQ,UCBMgVLD4TaNFiZLNB60WMgg,282,political debates
dig1zQJ4reA,UCKUq0fgjo6fzBk0xSI4Um7w,31,tv serials
wuzaSafEXFg,UC5mCFigJqsaj-rKDoHPInMg,97,tv mega serial
kuHaSzdb-Lo,UCbFJL5uuDr5utEZJJhYBejA,246,educational videos
76IHNoLQaWA,UCBMgVLD4TaNFiZLNB60WMgg,150,political debates
cgx8_2wYyG0,UCSf6RNnLmWqIddnKQd1Rsng,609,kids stories
zQJfSEfIFMA,UCKUq0fgjo6fzBk0xSI4Um7w,31,tv serials
aq-ZiYTwUHs,UCHSEezk_0-McCAUvDDe2b4Q,583,stock market discussion
PrffII4NxbA,UCBMgVLD4TaNFiZLNB60WMgg,140,political debates
bHhrKwLiDX8,UCSf6RNnLmWqIddnKQd1Rsng,838,kids stories
TVcz40P4uHs,UCKUq0fgjo6fzBk0xSI4Um7w,26,tv serials
ch2NwrQStVg,UCKUq0fgjo6fzBk0xSI4Um7w,1193,tv serials
JToZyFhWdJA,UCBMgVLD4TaNFiZLNB60WMgg,189,political debates
nnbrwpQ7OHc,UCoZsynEDYlNyCt7o9Y8rUhQ,337,cooking
T_f99X0gSoc,UCKUq0fgjo6fzBk0xSI4Um7w,2460,tv serials
OKSHLTtV0t4,UCBMgVLD4TaNFiZLNB60WMgg,155,political debates
DeC55JhJl-4,UCSf6RNnLmWqIddnKQd1Rsng,630,kids stories
EMBx3b4xxrc,UCmspt6u0EdDVJFha-kSvctQ,627,vlogs
f6Am0CDRULE,UCDczO4sQpsM5nGJFt3edkVg,582,tv mega serial
lgNgl8MhrR8,UCBMgVLD4TaNFiZLNB60WMgg,197,political debates
ypzsI3df05s,UCBMgVLD4TaNFiZLNB60WMgg,105,political debates
nshCQI2LCq8,UCUo40cTAz6ZLC6ULgRSUTTA,590,kids stories
OdNk1QTMSOY,UCBMgVLD4TaNFiZLNB60WMgg,3209,political debates
qm-zkccFypc,UClYrJ3ky8ly71nc_e3HJ3yg,336,shloka chanting
JZe3vTtD0s4,UCdR1pkCTa6NxErBetiMtdfQ,274,"health,fitness"
hQATo1bXTc0,UC7-fosVSgXvoFDuUDk6NWTQ,29,tv serials
TbFN6ioBaC0,UCv5KsGwkGEpNe55ElbXqRUw,506,vlogs
-GAeHQvns-g,UCBMgVLD4TaNFiZLNB60WMgg,251,political debates
hclbtJToANA,UCSf6RNnLmWqIddnKQd1Rsng,609,kids stories
Z7YMQ75SmvA,UCmOhK8vBReGgIYZT_lpISuA,558,vlogs
pCK9oWPEyM0,UCCRObrfmcgoijkHjqdAl7tw,828,kids stories
nDU8LMXmLL4,UCUo40cTAz6ZLC6ULgRSUTTA,742,kids stories
LpA2jt23SKg,UCKJx-AjPsu3nJuOhfDOvx-A,520,"film interview,education interview"
ppE4-NqBeMA,UCBrdXVsW86LDNv-sNOf3RYQ,170,cooking
tahv_qi0Y-U,UCBMgVLD4TaNFiZLNB60WMgg,141,political debates
zHMArby_054,UChbbStSxvlirIgoDvo5e4GA,577,astrology
zN6Vp9bxO9Q,UChbbStSxvlirIgoDvo5e4GA,575,astrology
aGrqhOF-Kjk,UCSf6RNnLmWqIddnKQd1Rsng,680,kids stories
hjDeoENJ8Fw,UCmgAwP8K9ffIrohNgoXh3eg,15,cooking
JRSo5H01Dlw,UCzUlxu0PZCoJwDcx5OesEbA,276,astrology
JmK4PnveE40,UCY5Y5DJc-Heqyyk_pzLtiJA,737,vlogs
WSDiK7RliHE,UC7-fosVSgXvoFDuUDk6NWTQ,40,tv serials
elYJc04jhX4,UCmgAwP8K9ffIrohNgoXh3eg,377,cooking
djGiIzyBxhw,UCKUq0fgjo6fzBk0xSI4Um7w,1182,tv serials
ka1qkCwB_zw,UCz4-EekW9yKA7Y2EcyO0txA,279,vlogs
zqXYpht66zI,UCSf6RNnLmWqIddnKQd1Rsng,819,kids stories
xhCcjRRR-NM,UCSf6RNnLmWqIddnKQd1Rsng,667,kids stories
3F4wlph0Q0Y,UCKUq0fgjo6fzBk0xSI4Um7w,1235,tv serials
NxABGnw_U6g,UC7HAjwNSEFYtZY0_Hd7k9TA,206,astrology
46BJUMwE3xw,UCAjBd-r8JWfnRjfhg23nqLQ,53,news debates
s2ngXD7w4wY,UCfB_IgTZd3hhpnQ1xBvw5Kg,543,vlogs
tcE-YT71fxQ,UCBMgVLD4TaNFiZLNB60WMgg,133,political debates
ELxnou9st18,UCKUq0fgjo6fzBk0xSI4Um7w,1273,tv serials
sInOaOu4dLc,UC0QbvkSxGvUJwjLs4hat1Mw,954,kids stories
MDTU-MMP8C8,UC7-fosVSgXvoFDuUDk6NWTQ,1159,tv serials
K93_FCqPVZM,UCKJx-AjPsu3nJuOhfDOvx-A,856,"film interview,education interview"
JpnJK2li0yM,UCKUq0fgjo6fzBk0xSI4Um7w,1232,tv serials
QjUyKYOGSgY,UCj338dUpxmzVoEoHNf-kb0Q,647,vlogs
O-bCqEoqBdw,UCfB_IgTZd3hhpnQ1xBvw5Kg,1044,vlogs
MIqWgX8or4c,UCC8WYjuAF5mqPEOI6rNEmEw,287,fitness
vbYBNSKPIbg,UCdR1pkCTa6NxErBetiMtdfQ,151,"health,fitness"
O-v9HjkXbe4,UC9cscPu9CDopGp0g9vKkKeA,1831,"film interview,podcast,education interview"
yckUJuzQQfY,UC7HAjwNSEFYtZY0_Hd7k9TA,219,astrology
XQqYTvgyzoM,UCSf6RNnLmWqIddnKQd1Rsng,562,kids stories
a6FaSs4gxHM,UCUBWLfwoGXd0dH5EHyUY12Q,369,documentary
7rq6Kg_KtaM,UCKUq0fgjo6fzBk0xSI4Um7w,28,tv serials
JZj991f9QBo,UCKUq0fgjo6fzBk0xSI4Um7w,28,tv serials
4nFC6FYEQmk,UC7HAjwNSEFYtZY0_Hd7k9TA,436,astrology
Aze5SmJGdwE,UC7-fosVSgXvoFDuUDk6NWTQ,28,tv serials
AymtK7zuHR4,UCoZsynEDYlNyCt7o9Y8rUhQ,481,cooking
HbcbTKuZCXQ,UCKUq0fgjo6fzBk0xSI4Um7w,36,tv serials
IrBS7rGUJow,UCKJx-AjPsu3nJuOhfDOvx-A,761,"film interview,education interview"
Ld-p4zyT7lU,UCSf6RNnLmWqIddnKQd1Rsng,489,kids stories
P8KHof97RGc,UCUo40cTAz6ZLC6ULgRSUTTA,314,kids stories
RrkyvtWUbOk,UCiyRKp8V5Ob7TBbTsF5Dp-w,245,kids stories
S8lVVdZjkSM,UCcqUR8iufaKhP978UyOPlLA,844,vlogs
TYQ9uRiPckE,UCBMgVLD4TaNFiZLNB60WMgg,336,political debates
Ui--ZLun6cY,UCmgAwP8K9ffIrohNgoXh3eg,407,cooking
Y-BzcT8ILp0,UCSf6RNnLmWqIddnKQd1Rsng,539,kids stories
Zom9rkt6pjQ,UCKUq0fgjo6fzBk0xSI4Um7w,31,tv serials
_BcokdVF7Sc,UCKUq0fgjo6fzBk0xSI4Um7w,35,tv serials
avCdepHbUqo,UCAjBd-r8JWfnRjfhg23nqLQ,56,news debates
bVJyUMSuK5Q,UCPcXMt-eKraiaUQBspbgUng,679,tv mega serial
c6yaf_yYB80,UCGPzKkPc91IrC4vjgXZ3sHQ,460,education debates
dXqwn7LoKGU,UCBMgVLD4TaNFiZLNB60WMgg,133,political debates
wk8WPSfxK0A,UCKUq0fgjo6fzBk0xSI4Um7w,29,tv serials
hR_T4jVg42I,UCBMgVLD4TaNFiZLNB60WMgg,332,political debates
hqbOW5_3iDA,UCBMgVLD4TaNFiZLNB60WMgg,451,political debates
k2OSZsrn8pQ,UCBMgVLD4TaNFiZLNB60WMgg,1060,political debates
m2RM3Dd6X7w,UCBMgVLD4TaNFiZLNB60WMgg,171,political debates
n0KdloTv7wQ,UC7-fosVSgXvoFDuUDk6NWTQ,1171,tv serials
n6TYRr-pnB0,UCKUq0fgjo6fzBk0xSI4Um7w,32,tv serials
pxiisLCTb5I,UCmgAwP8K9ffIrohNgoXh3eg,268,cooking
qqjtHKsl7Ls,UCmgAwP8K9ffIrohNgoXh3eg,537,cooking
s9jgJFi_JNg,UCtRTBEClK3Y5m8-AzypC85A,669,political interview
su1T4uwu0NA,UCKUq0fgjo6fzBk0xSI4Um7w,1280,tv serials
uP_Zh3r4Eew,UCcqUR8iufaKhP978UyOPlLA,365,vlogs
wj2s6LBPxLY,UCKUq0fgjo6fzBk0xSI4Um7w,25,tv serials
ya3omA7V2MY,UCBMgVLD4TaNFiZLNB60WMgg,147,political debates
zo9sS_P0NNM,UCKUq0fgjo6fzBk0xSI4Um7w,37,tv serials
-U5JlpThDdE,UCBMgVLD4TaNFiZLNB60WMgg,207,political debates
DoNRgsaYhMM,UCBMgVLD4TaNFiZLNB60WMgg,384,political debates
FnRwjnq5X0k,UCBMgVLD4TaNFiZLNB60WMgg,178,political debates
FxDo6sZjYXY,UCj338dUpxmzVoEoHNf-kb0Q,668,vlogs
H2Z9zGQkwFE,UCBMgVLD4TaNFiZLNB60WMgg,340,political debates
rKFs_0C3n04,UCoZsynEDYlNyCt7o9Y8rUhQ,412,cooking
Rpk1QNc-eiQ,UC0mUy4a06XaFUDvIM1t6FNA,771,education interview
Ps_s3v0dR8I,UCvz-F8tFnLdwzS8uVfb6iAQ,398,kids stories
StJOiOiBngA,UCfB_IgTZd3hhpnQ1xBvw5Kg,485,vlogs
Ubvu8E8gW_I,UCBtecuACHEzQh8Rwvea6m8g,667,political debates
a8VlifqdyVA,UCBMgVLD4TaNFiZLNB60WMgg,236,political debates
a1cPC7vFFeA,UCdR1pkCTa6NxErBetiMtdfQ,75,"health,fitness"
dQlVvsxzNMY,UChbbStSxvlirIgoDvo5e4GA,183,astrology
cxwnP9P52mg,UCfB_IgTZd3hhpnQ1xBvw5Kg,646,vlogs
c6cp6QxrxlA,UCoZsynEDYlNyCt7o9Y8rUhQ,304,cooking
iI1TdCgauw0,UCQVHyC3WUya2SHQMZhuM2lA,831,education debates
k-u-YlOHeYc,UCHSEezk_0-McCAUvDDe2b4Q,389,stock market discussion
k89aKIjiiHM,UChbbStSxvlirIgoDvo5e4GA,966,astrology
lgYyr08ve30,UC7-fosVSgXvoFDuUDk6NWTQ,38,tv serials
m4ImmF9aqBk,UCKUq0fgjo6fzBk0xSI4Um7w,30,tv serials
n17Eqj8lFTc,UCBMgVLD4TaNFiZLNB60WMgg,160,political debates
o4nh4Iwa1ds,UC9bV8KDMEIQtDJPufMBnLgQ,684,tv mega serial
pQXnYTDV3Gg,UCBbWBtYDzMaZEwclCe09RNw,887,news talk shows
psuYTiMJ1MI,UCBMgVLD4TaNFiZLNB60WMgg,132,political debates
tRt3lJLTkH0,UCQVHyC3WUya2SHQMZhuM2lA,328,education debates
wRcGmJyky-k,UCtRTBEClK3Y5m8-AzypC85A,312,political interview
wqNI4sJvdiw,UCmgAwP8K9ffIrohNgoXh3eg,2944,cooking
11lHzP7Tx8U,UCY5Y5DJc-Heqyyk_pzLtiJA,740,vlogs
Lt3F9huGHdY,UCKUq0fgjo6fzBk0xSI4Um7w,27,tv serials
Yzc4CF80_bs,UCznIUMepZQJO670w_DIOPlQ,1513,education talk shows
Q_2kzmU2E74,UCi3wbwBESxKP42_injF4Txg,940,politics talk shows
lSqO5h0p6no,UCdR1pkCTa6NxErBetiMtdfQ,142,"health,fitness"
fQmXEM_WLkI,UCKJx-AjPsu3nJuOhfDOvx-A,984,"film interview,education interview"
K3OO2dxFTxY,UCKUq0fgjo6fzBk0xSI4Um7w,33,tv serials
PbUHx6xmXlc,UCu0nLmbM8lBea16o_3F7HbQ,58,politics talk shows
Eclh1geWTus,UCKUq0fgjo6fzBk0xSI4Um7w,1235,tv serials
As3y7VCX8lQ,UChbbStSxvlirIgoDvo5e4GA,237,astrology
vPyKVtqRKxA,UCBrdXVsW86LDNv-sNOf3RYQ,445,cooking
lOPt8fjU9aA,UCBMgVLD4TaNFiZLNB60WMgg,212,political debates
wxbSoVr8vL0,UCB5cBj8VdppMkjQryKFVBLQ,299,cooking
bboQoiJdqAE,UCBMgVLD4TaNFiZLNB60WMgg,233,political debates
x6TZl7i4wjI,UChbbStSxvlirIgoDvo5e4GA,217,astrology
wr3glpiPv_0,UCBMgVLD4TaNFiZLNB60WMgg,226,political debates
NYPLPDRlJO8,UCAjBd-r8JWfnRjfhg23nqLQ,922,news debates
q8zaQGY2Ivs,UCKUq0fgjo6fzBk0xSI4Um7w,1176,tv serials
xdvnxdoetAc,UCKUq0fgjo6fzBk0xSI4Um7w,1281,tv serials
QkJM5tZzr6w,UCKUq0fgjo6fzBk0xSI4Um7w,28,tv serials
GMbHEIuLJ98,UCznIUMepZQJO670w_DIOPlQ,227,education talk shows
WL5qG4ePygE,UCBMgVLD4TaNFiZLNB60WMgg,200,political debates
NtbGicKRcq8,UCPcXMt-eKraiaUQBspbgUng,757,tv mega serial
m2paz_mdc78,UCWr-J0RS9wQYM9v79Jp8Q3A,404,entertainment talk shows
mwEEo86bUh4,UC7-fosVSgXvoFDuUDk6NWTQ,44,tv serials
rWfL48r9KVE,UCmspt6u0EdDVJFha-kSvctQ,586,vlogs
IbHwZkHxJPg,UCBMgVLD4TaNFiZLNB60WMgg,272,political debates
aDRiLSSOdPU,UCv5KsGwkGEpNe55ElbXqRUw,724,vlogs
storbPGRlvY,UCKUq0fgjo6fzBk0xSI4Um7w,1231,tv serials
4Ql3Ct8pMKU,UCBMgVLD4TaNFiZLNB60WMgg,235,political debates
zIyVWkywrgw,UCBbWBtYDzMaZEwclCe09RNw,297,news talk shows
yRBKSmNL0Ag,UChbbStSxvlirIgoDvo5e4GA,179,astrology
_eHwPMZt4fE,UCkgkt7fyeNWZnXl0wNrPzSg,97,"tv mega serial,tv serials"
G7JWeuvcRZI,UCmgAwP8K9ffIrohNgoXh3eg,482,cooking
iFIot8vkgZo,UCBMgVLD4TaNFiZLNB60WMgg,161,political debates
zzy4SVBD4uk,UCBMgVLD4TaNFiZLNB60WMgg,120,political debates
Hlnc-ScdGJY,UC4eXK4GIwxOYazU0E7gYjPw,1845,documentary
gYZWK4Wkg3k,UC79nBDdt42X-e3a-BTSe58g,1644,audiobook
sYlUbyMUfds,UCdR1pkCTa6NxErBetiMtdfQ,206,"health,fitness"
ecKW9NHEw2M,UCj338dUpxmzVoEoHNf-kb0Q,911,vlogs
kixUW5Z_xAA,UCc6vbvuJhJJoxkRPwOhK_hQ,1233,"astrology,yoga"
nbIKFCFD1Qw,UCiyRKp8V5Ob7TBbTsF5Dp-w,286,kids stories
l2ddoyS0iXc,UCz4-EekW9yKA7Y2EcyO0txA,351,vlogs
O1Ryc9ux750,UC43dHKWyVVPX1gX2pLwxdmw,35,tv mega serial
X1tt8_0hmOI,UChbbStSxvlirIgoDvo5e4GA,603,astrology
5P9bnwmv_hA,UCBMgVLD4TaNFiZLNB60WMgg,176,political debates
h9N8Ce5KyAU,UCKUq0fgjo6fzBk0xSI4Um7w,29,tv serials
yQhddnEWd_U,UCKUq0fgjo6fzBk0xSI4Um7w,33,tv serials
rMIvX3nI_Ho,UCKUq0fgjo6fzBk0xSI4Um7w,30,tv serials
pBfjOVeuE9g,UChbbStSxvlirIgoDvo5e4GA,217,astrology
CJ1YWP5n15w,UCBMgVLD4TaNFiZLNB60WMgg,62,political debates
RuqvA-FGAE4,UCBbWBtYDzMaZEwclCe09RNw,848,news talk shows
kGdRiG-ejuQ,UCQVHyC3WUya2SHQMZhuM2lA,231,education debates
eNEq1shGypk,UCz4-EekW9yKA7Y2EcyO0txA,413,vlogs
QGIH4DKS_k4,UCKJx-AjPsu3nJuOhfDOvx-A,239,"film interview,education interview"
dj_OBj_zB9Y,UCSf6RNnLmWqIddnKQd1Rsng,566,kids stories
IKP9y427XM8,UCAjBd-r8JWfnRjfhg23nqLQ,48,news debates
YKSj-FsBWD8,UC5mCFigJqsaj-rKDoHPInMg,99,tv mega serial
4nOvibXB-fw,UCkgkt7fyeNWZnXl0wNrPzSg,62,"tv mega serial,tv serials"
