id,channel_id,duration(sec),domain
E8D3hkwMUm4,UCzUHhTo5O4Abc7wDgfgXBrw,641,politics talk shows
MiodNjCXlQk,UCzUHhTo5O4Abc7wDgfgXBrw,322,politics talk shows
RzX23ploXuU,UCzUHhTo5O4Abc7wDgfgXBrw,522,politics talk shows
NsSd-PPQ1WY,UCzUHhTo5O4Abc7wDgfgXBrw,603,politics talk shows
U_0O9KyBPdA,UCzUHhTo5O4Abc7wDgfgXBrw,600,politics talk shows
pnVfIysbdMk,UCzUHhTo5O4Abc7wDgfgXBrw,348,politics talk shows
rJEzaoj6q5Y,UCzUHhTo5O4Abc7wDgfgXBrw,274,politics talk shows
q0Ujy4iqEBE,UCzUHhTo5O4Abc7wDgfgXBrw,541,politics talk shows
qU1Th_UqMi0,UCzUHhTo5O4Abc7wDgfgXBrw,718,politics talk shows
riE9sPdLYj0,UCzUHhTo5O4Abc7wDgfgXBrw,620,politics talk shows
s_iV9KkCI04,UCzUHhTo5O4Abc7wDgfgXBrw,438,politics talk shows
xtQi-FBN7Dg,UCzUHhTo5O4Abc7wDgfgXBrw,451,politics talk shows
u_BJSZrLrIc,UCzUHhTo5O4Abc7wDgfgXBrw,568,politics talk shows
yciXILPCj1Y,UCzUHhTo5O4Abc7wDgfgXBrw,614,politics talk shows
zb7676Mvu40,UCzUHhTo5O4Abc7wDgfgXBrw,780,politics talk shows
c5GwJ0ZtoCI,UCzUHhTo5O4Abc7wDgfgXBrw,325,politics talk shows
Z6FPl6VrUJs,UCzUHhTo5O4Abc7wDgfgXBrw,170,politics talk shows
aSQg4sZfCgg,UCzUHhTo5O4Abc7wDgfgXBrw,389,politics talk shows
aDRLB511HZI,UCzUHhTo5O4Abc7wDgfgXBrw,727,politics talk shows
QKCZQs5vm-Q,UCIWcrT3URyL9HDyGgSJfnpg,1344,education interview
375x5Pp0mG0,UCIWcrT3URyL9HDyGgSJfnpg,1751,education interview
QfOnu93lGHI,UCIWcrT3URyL9HDyGgSJfnpg,1536,education interview
JoyYtFjnZPw,UCIWcrT3URyL9HDyGgSJfnpg,1672,education interview
NPzhZLLSaJA,UCIWcrT3URyL9HDyGgSJfnpg,1353,education interview
hzlSN7rIrjU,UCIWcrT3URyL9HDyGgSJfnpg,1491,education interview
qDg2b0Q60WM,UCIWcrT3URyL9HDyGgSJfnpg,1264,education interview
zA-2W73eqZ0,UCIWcrT3URyL9HDyGgSJfnpg,1465,education interview
DsTzhZkEhwU,UCIWcrT3URyL9HDyGgSJfnpg,1416,education interview
s5LC9_LWUws,UCIWcrT3URyL9HDyGgSJfnpg,1353,education interview
s1RY1vUmR8c,UCIWcrT3URyL9HDyGgSJfnpg,1319,education interview
ssT-nRKMtts,UCIWcrT3URyL9HDyGgSJfnpg,1434,education interview
0xbUaDoZE88,UCZkSAkozPQv2Ch-9UXzc3Ig,686,movie review
2O3zc9cthg4,UCZkSAkozPQv2Ch-9UXzc3Ig,763,movie review
1OBqNBAnRXo,UCZkSAkozPQv2Ch-9UXzc3Ig,899,movie review
w8BkoGRLAM8,UCF8Wp4kyb7jMBJmiyihzwjg,282,education interview
vl497JBM6TY,UCF8Wp4kyb7jMBJmiyihzwjg,738,education interview
yXDBc9ukGXA,UCF8Wp4kyb7jMBJmiyihzwjg,827,education interview
yzmPH1hQAUo,UCF8Wp4kyb7jMBJmiyihzwjg,990,education interview
x9dP76VqUeI,UCF8Wp4kyb7jMBJmiyihzwjg,1114,education interview
-IAhxd1RGaM,UCF8Wp4kyb7jMBJmiyihzwjg,1340,education interview
0evzVJIx0eA,UCF8Wp4kyb7jMBJmiyihzwjg,1018,education interview
0LkSwDgEn5Y,UCF8Wp4kyb7jMBJmiyihzwjg,2538,education interview
QMSCuVQMt2k,UCF8Wp4kyb7jMBJmiyihzwjg,544,education interview
JMyXnkLg3D4,UCF8Wp4kyb7jMBJmiyihzwjg,757,education interview
JZmQ49twyE0,UCF8Wp4kyb7jMBJmiyihzwjg,1165,education interview
RH0eYJHZwsA,UCF8Wp4kyb7jMBJmiyihzwjg,1289,education interview
Ub28XqnRP_w,UCF8Wp4kyb7jMBJmiyihzwjg,1096,education interview
YmlswZhIZ_E,UCF8Wp4kyb7jMBJmiyihzwjg,1084,education interview
Yyih5eP4Zfs,UCF8Wp4kyb7jMBJmiyihzwjg,1207,education interview
Zih7c_3dB4o,UCF8Wp4kyb7jMBJmiyihzwjg,1047,education interview
QiwwxEQQ2YA,UCF8Wp4kyb7jMBJmiyihzwjg,1054,education interview
dTTVH2Z8_No,UCF8Wp4kyb7jMBJmiyihzwjg,1126,education interview
f93WST5PFP8,UCF8Wp4kyb7jMBJmiyihzwjg,687,education interview
dLFCgee84i8,UCF8Wp4kyb7jMBJmiyihzwjg,829,education interview
-mk7-P_TqMM,UCF8Wp4kyb7jMBJmiyihzwjg,1233,education interview
31lPHJmDAx4,UCF8Wp4kyb7jMBJmiyihzwjg,1926,education interview
rEH0mASdCRM,UCF8Wp4kyb7jMBJmiyihzwjg,42,education interview
U5mI90pHK3s,UCJsjnOrRcl_2Ck5Yf8PiUrw,2001,film interview
6PVxlmqIVrU,UCq6EFb-iblklFMHNSfzMq9A,302,vlogs
0v8KUfjshc0,UCq6EFb-iblklFMHNSfzMq9A,266,vlogs
3LP9XVOczNw,UCq6EFb-iblklFMHNSfzMq9A,246,vlogs
AMlvlcR3A9Q,UCq6EFb-iblklFMHNSfzMq9A,266,vlogs
AAJdwspXxRA,UCq6EFb-iblklFMHNSfzMq9A,425,vlogs
Be4H6RmXElw,UCv1n0bMhmKeeZ6XmLC691ww,1067,audiobook
88--14p6p3g,UCMDDvqcazDIz1WH52bKM0-Q,1497,education interview
WI0MqFBODqE,UCMDDvqcazDIz1WH52bKM0-Q,3473,education interview
CTy4hiTviQc,UC0j858BPxi5H-l3koAYdW1g,191,vlogs
CZa_hlYAoSU,UC0j858BPxi5H-l3koAYdW1g,608,vlogs
SVuw045BsT4,UC0j858BPxi5H-l3koAYdW1g,230,vlogs
ZPKQGlvECZQ,UC0j858BPxi5H-l3koAYdW1g,25,vlogs
fvzghNCmfxE,UC0j858BPxi5H-l3koAYdW1g,373,vlogs
l2VeuWshoKk,UC0j858BPxi5H-l3koAYdW1g,368,vlogs
wTo6FhqBUMc,UC0j858BPxi5H-l3koAYdW1g,280,vlogs
5nvFnJqrgPo,UCPQzaS0oJVAqZG_uUx0oZwQ,1399,"news debates,news panel discussions,news roundtables,news talk shows"
Ck0oRr-pVz8,UCPQzaS0oJVAqZG_uUx0oZwQ,326,"news debates,news panel discussions,news roundtables,news talk shows"
-tGm1K_qDpo,UCPQzaS0oJVAqZG_uUx0oZwQ,296,"news debates,news panel discussions,news roundtables,news talk shows"
EsWPtLjLEPA,UCPQzaS0oJVAqZG_uUx0oZwQ,82,"news debates,news panel discussions,news roundtables,news talk shows"
6gSfIc29iVM,UCPQzaS0oJVAqZG_uUx0oZwQ,298,"news debates,news panel discussions,news roundtables,news talk shows"
CBhz3734Bno,UCPQzaS0oJVAqZG_uUx0oZwQ,541,"news debates,news panel discussions,news roundtables,news talk shows"
A6caqMANbyw,UCPQzaS0oJVAqZG_uUx0oZwQ,488,"news debates,news panel discussions,news roundtables,news talk shows"
EOg88RxfrTQ,UCPQzaS0oJVAqZG_uUx0oZwQ,741,"news debates,news panel discussions,news roundtables,news talk shows"
_aBQ3Ty18h0,UCPQzaS0oJVAqZG_uUx0oZwQ,646,"news debates,news panel discussions,news roundtables,news talk shows"
cO4wOShFifQ,UCPQzaS0oJVAqZG_uUx0oZwQ,47,"news debates,news panel discussions,news roundtables,news talk shows"
l0Un5z7oLKs,UCPQzaS0oJVAqZG_uUx0oZwQ,558,"news debates,news panel discussions,news roundtables,news talk shows"
mCWYz3rS6XA,UCPQzaS0oJVAqZG_uUx0oZwQ,972,"news debates,news panel discussions,news roundtables,news talk shows"
xkMBHXEki7c,UC825yNal8_9RWpKkTMhqbqg,252,entertainment talk shows
EWT60kPsPMQ,UC825yNal8_9RWpKkTMhqbqg,207,entertainment talk shows
97Vek2WiQqs,UCdkGS0SpZRzkGWW1aoajsqA,40,movie review
ED7UUf2wXQM,UCdkGS0SpZRzkGWW1aoajsqA,336,movie review
8DWxUwvMuZg,UCdkGS0SpZRzkGWW1aoajsqA,1215,movie review
EvwFEq_nYzY,UCdkGS0SpZRzkGWW1aoajsqA,165,movie review
G7SreWWEi-Q,UCdkGS0SpZRzkGWW1aoajsqA,372,movie review
I_2fL8LSvTI,UCdkGS0SpZRzkGWW1aoajsqA,912,movie review
9-KwocWW9Zk,UCdkGS0SpZRzkGWW1aoajsqA,1171,movie review
6Bim1LwQg8Y,UCdkGS0SpZRzkGWW1aoajsqA,1774,movie review
9CQV9ge_6Os,UCdkGS0SpZRzkGWW1aoajsqA,1129,movie review
LtdKFI3P8r0,UCdkGS0SpZRzkGWW1aoajsqA,649,movie review
RsAAJwCwRyk,UCdkGS0SpZRzkGWW1aoajsqA,836,movie review
HyTE8EjIboc,UCdkGS0SpZRzkGWW1aoajsqA,1320,movie review
HjkCI9CSVU8,UCdkGS0SpZRzkGWW1aoajsqA,1533,movie review
IZmIU16NuGc,UCdkGS0SpZRzkGWW1aoajsqA,1258,movie review
Tiui5dF_nTA,UCdkGS0SpZRzkGWW1aoajsqA,1639,movie review
7cR3QS94k4M,UCdkGS0SpZRzkGWW1aoajsqA,286,movie review
9ArR0FELtSY,UCNhN2JXrSs3S4YnWc9oTf-Q,399,sports interview
BiGTox5gVAM,UCzJ9mZQTt324cnxUYU690iw,41,vlogs
S1bgli23VWM,UCzJ9mZQTt324cnxUYU690iw,188,vlogs
qR0RdagFWcU,UCzJ9mZQTt324cnxUYU690iw,189,vlogs
N24m8g3JD-c,UCgf2fQQHbdxtW1osyq_U4_g,606,sports analysis
waIWGooabGk,UC06NxRA6w8QsxwyiJHxaR8A,275,education panel discussions
1avoAUs0Dbc,UC06NxRA6w8QsxwyiJHxaR8A,463,education panel discussions
2gJni-U7Dn8,UCAMsMnu80jLMV67S5_1oSZw,246,"news debates,news panel discussions,news roundtables,news talk shows"
vUauL62QhZY,UCAMsMnu80jLMV67S5_1oSZw,391,"news debates,news panel discussions,news roundtables,news talk shows"
O6C5qZAZ8CU,UCM1_G4Df-M0Muv5Xcnq5gwA,976,
3uyLkz5J2G8,UCM1_G4Df-M0Muv5Xcnq5gwA,365,
0hSDlb_VwBE,UCM1_G4Df-M0Muv5Xcnq5gwA,635,
0vTMgM_JbJE,UCM1_G4Df-M0Muv5Xcnq5gwA,888,
AS-qpZq6VHs,UCM1_G4Df-M0Muv5Xcnq5gwA,804,
DY9dhDsW7Uw,UCM1_G4Df-M0Muv5Xcnq5gwA,424,
Fnk9Vjd9Awo,UCM1_G4Df-M0Muv5Xcnq5gwA,431,
J8uk8HR4y70,UCM1_G4Df-M0Muv5Xcnq5gwA,972,
K7Nv8bvhkO4,UCM1_G4Df-M0Muv5Xcnq5gwA,576,
6OB20D7PsSI,UCM1_G4Df-M0Muv5Xcnq5gwA,228,
UZRfKfE8XUA,UCM1_G4Df-M0Muv5Xcnq5gwA,325,
QIdsaM2G1Ik,UCM1_G4Df-M0Muv5Xcnq5gwA,343,
MZbMk7Gm9z4,UCM1_G4Df-M0Muv5Xcnq5gwA,402,
TZ7pZl_OWIw,UCM1_G4Df-M0Muv5Xcnq5gwA,1746,
VfSTw6x2na4,UCM1_G4Df-M0Muv5Xcnq5gwA,301,
VF4gVcsxwhA,UCM1_G4Df-M0Muv5Xcnq5gwA,381,
H0vyD13N09M,UCM1_G4Df-M0Muv5Xcnq5gwA,428,
5I-7WoyNPw4,UCM1_G4Df-M0Muv5Xcnq5gwA,262,
1RXNTj8hNsU,UCM1_G4Df-M0Muv5Xcnq5gwA,382,
0KaSuJVO2oE,UC6FgpmTerBDbdtopEpqjORw,925,
EElcld4QmOE,UC6FgpmTerBDbdtopEpqjORw,358,
8nVr9N7qWfs,UChRfnZaneIqPJbcn590bMwg,379,
URvPlNXzPF4,UCyRZtusr3w5b1kDTbRIrYjw,300,
9eEScQRnLyc,UCFkmUkW3dNRLbzOnZXe29Yw,306,
CqyfWoh_cT8,UCcdM2L15M70E1BL37TGTHCg,242,
CrnSuyHxeLA,UCJHz5-ASBveAazW67GWfPLg,299,documentary
CKaPkXC01Vg,UCIWcrT3URyL9HDyGgSJfnpg,1547,education interview
FrDy51EV8FE,UCIWcrT3URyL9HDyGgSJfnpg,3237,education interview
FsaWwJhTaQE,UC825yNal8_9RWpKkTMhqbqg,420,entertainment talk shows
CceDcrZJ2Qs,UCIWcrT3URyL9HDyGgSJfnpg,461,education interview
CdhVlnduWYA,UC9YtdQSD2XbeFm4eFhaTcSg,196,
-8FJhJlpCTA,UCIWcrT3URyL9HDyGgSJfnpg,1659,education interview
Ft0Cm8Ewy-E,UCPc7N5MmLjZofBSiPsvSHaA,689,fashion
-8qXOEZaaWo,UCIWcrT3URyL9HDyGgSJfnpg,1453,education interview
COVYDspnI1E,UCiyeosuq4IwK5Sn6Ll3DmmA,384,education talk show
CgAhHWIIjbE,UCJsjnOrRcl_2Ck5Yf8PiUrw,228,film interview
-OPBjCh-xJY,UCPc7N5MmLjZofBSiPsvSHaA,418,fashion
-9JSh12cSfQ,UCPc7N5MmLjZofBSiPsvSHaA,1473,fashion
-8MBMqJforE,UCdsCdFLK-WQIPHov_xxryHw,27,
-kKfkAcYaS0,UCFkmUkW3dNRLbzOnZXe29Yw,30,
COVbQnFZ_Gc,UCdkGS0SpZRzkGWW1aoajsqA,1504,movie review
COmA4IWpOjM,UC825yNal8_9RWpKkTMhqbqg,1489,entertainment talk shows
Cl4r9B_p-Bc,UCF8Wp4kyb7jMBJmiyihzwjg,543,education interview
FsfRweVp8S4,UCIWcrT3URyL9HDyGgSJfnpg,448,education interview
CPH0cyLOXRU,UCIWcrT3URyL9HDyGgSJfnpg,1812,education interview
-lQXmONt8Fc,UC825yNal8_9RWpKkTMhqbqg,1530,entertainment talk shows
CgGaQlyLpmU,UCJsjnOrRcl_2Ck5Yf8PiUrw,82,film interview
-OBdNrOGrI8,UCBfm-zKo60G9kKbjhQv8i1A,570,
C_UHmycHJCw,UCv1n0bMhmKeeZ6XmLC691ww,812,audiobook
CPzp2SyNpZA,UC8lqUBnoNVTvGc71o3NN78g,189,political interview
-mhPj1HZ2IQ,UCPc7N5MmLjZofBSiPsvSHaA,574,fashion
-A9rm8XRKsQ,UCF8Wp4kyb7jMBJmiyihzwjg,387,education interview
CmM3Y0cq_1E,UCF8Wp4kyb7jMBJmiyihzwjg,299,education interview
-RKWjylsCq8,UC825yNal8_9RWpKkTMhqbqg,529,entertainment talk shows
CQ4M5K18pXE,UCIWcrT3URyL9HDyGgSJfnpg,3521,education interview
-ATRNH8HdqY,UCPc7N5MmLjZofBSiPsvSHaA,646,fashion
CROV-JSwfYU,UCPc7N5MmLjZofBSiPsvSHaA,405,fashion
CRP75oGS464,UCIWcrT3URyL9HDyGgSJfnpg,1642,education interview
CRZLjHHcWK8,UCF8Wp4kyb7jMBJmiyihzwjg,304,education interview
-ApC0NK2G-g,UChRfnZaneIqPJbcn590bMwg,347,
03Up4sPucSg,UCZkSAkozPQv2Ch-9UXzc3Ig,337,movie review
-zyE01lWZek,UCZkSAkozPQv2Ch-9UXzc3Ig,365,movie review
fbFTAdYgbK4,UCZkSAkozPQv2Ch-9UXzc3Ig,559,movie review
iyT0tat0tc4,UCZkSAkozPQv2Ch-9UXzc3Ig,376,movie review
kDQdVAgsRf0,UCZkSAkozPQv2Ch-9UXzc3Ig,311,movie review
h-Vjc6HZYpM,UCZkSAkozPQv2Ch-9UXzc3Ig,977,movie review
lHNuIFZqbhg,UCZkSAkozPQv2Ch-9UXzc3Ig,628,movie review
tBpCjwLKxUk,UCZkSAkozPQv2Ch-9UXzc3Ig,239,movie review
uoosQs8Inv0,UCZkSAkozPQv2Ch-9UXzc3Ig,786,movie review
tl2qcql6dTk,UCZkSAkozPQv2Ch-9UXzc3Ig,505,movie review
pXc1B5sVEdw,UCZkSAkozPQv2Ch-9UXzc3Ig,757,movie review
vQjErroAqzI,UCZkSAkozPQv2Ch-9UXzc3Ig,1564,movie review
TQXQkh9mhRU,UCZkSAkozPQv2Ch-9UXzc3Ig,305,movie review
YcfJ-PfZAEs,UCZkSAkozPQv2Ch-9UXzc3Ig,442,movie review
VaHLrOi1Tco,UCZkSAkozPQv2Ch-9UXzc3Ig,614,movie review
U6-5V1oBcGw,UCZkSAkozPQv2Ch-9UXzc3Ig,1046,movie review
bpNZYmbJcq8,UCZkSAkozPQv2Ch-9UXzc3Ig,402,movie review
d-1TWTicGug,UCZkSAkozPQv2Ch-9UXzc3Ig,350,movie review
clf9adH9vrg,UCZkSAkozPQv2Ch-9UXzc3Ig,850,movie review
dHQP-PQJze8,UCZkSAkozPQv2Ch-9UXzc3Ig,319,movie review
YRzPro-U2e0,UCZkSAkozPQv2Ch-9UXzc3Ig,184,movie review
pG1Q-mwben8,UCZkSAkozPQv2Ch-9UXzc3Ig,277,movie review
kuMPER5QJTY,UCZkSAkozPQv2Ch-9UXzc3Ig,790,movie review
uJxIvSPXNCc,UCZkSAkozPQv2Ch-9UXzc3Ig,310,movie review
y-Umt7qpiIg,UCZkSAkozPQv2Ch-9UXzc3Ig,78,movie review
vwPhuqW4LVo,UCZkSAkozPQv2Ch-9UXzc3Ig,386,movie review
-HFEe9TKb7o,UCZkSAkozPQv2Ch-9UXzc3Ig,151,movie review
utvJ1lCtxmM,UCZkSAkozPQv2Ch-9UXzc3Ig,905,movie review
Yu2k--SqanU,UCZkSAkozPQv2Ch-9UXzc3Ig,175,movie review
goDV8FR7OkA,UCZkSAkozPQv2Ch-9UXzc3Ig,302,movie review
k4b92gw807k,UCZkSAkozPQv2Ch-9UXzc3Ig,431,movie review
gCgD-aWpEkw,UCZkSAkozPQv2Ch-9UXzc3Ig,443,movie review
_fd12RuvJdg,UCZkSAkozPQv2Ch-9UXzc3Ig,972,movie review
tMzwErr07Lw,UCZkSAkozPQv2Ch-9UXzc3Ig,62,movie review
oquHuZFatbw,UCZkSAkozPQv2Ch-9UXzc3Ig,153,movie review
0q1MEPM0UXA,UCPc7N5MmLjZofBSiPsvSHaA,677,fashion
3rTbqzPcWGM,UCPc7N5MmLjZofBSiPsvSHaA,493,fashion
73rmaDZppgg,UCPc7N5MmLjZofBSiPsvSHaA,1484,fashion
1vQTthfOD60,UCPc7N5MmLjZofBSiPsvSHaA,1052,fashion
3eunsLRgS88,UCPc7N5MmLjZofBSiPsvSHaA,713,fashion
4tpcjKPJXFs,UCPc7N5MmLjZofBSiPsvSHaA,843,fashion
AJE6lOclRhc,UCPc7N5MmLjZofBSiPsvSHaA,1461,fashion
JDP4ubXvJbw,UCPc7N5MmLjZofBSiPsvSHaA,815,fashion
K7zkgl2dBEY,UCPc7N5MmLjZofBSiPsvSHaA,884,fashion
EO02dgwZG5s,UCPc7N5MmLjZofBSiPsvSHaA,2411,fashion
KwEMlf0_f_A,UCPc7N5MmLjZofBSiPsvSHaA,2601,fashion
RGoORhLFQLw,UCPc7N5MmLjZofBSiPsvSHaA,1106,fashion
6anVq5esuPo,UCPc7N5MmLjZofBSiPsvSHaA,891,fashion
CRgHaDpqtas,UCF8Wp4kyb7jMBJmiyihzwjg,160,education interview
_tHAaaDt7r8,UC0j858BPxi5H-l3koAYdW1g,245,vlogs
rtCZyp4ivnY,UC0j858BPxi5H-l3koAYdW1g,414,vlogs
ID-X3DeHk2k,UC0j858BPxi5H-l3koAYdW1g,465,vlogs
uNSmAmC6FME,UC0j858BPxi5H-l3koAYdW1g,275,vlogs
CmYPC4JF2tM,UCj8cqZqB_GQupoDf_UpOQow,619,entertainment talk shows
CNOiruqTRls,UC06NxRA6w8QsxwyiJHxaR8A,197,education panel discussions
-Lb3UgFQLyU,UCIWcrT3URyL9HDyGgSJfnpg,1569,education interview
CNSCjQp0jFI,UCcdM2L15M70E1BL37TGTHCg,88,
CZBJwyXOMjc,UCj8cqZqB_GQupoDf_UpOQow,358,entertainment talk shows
COHuMFJfAT4,UCq6EFb-iblklFMHNSfzMq9A,215,vlogs
CQHJM8Vrlcc,UC06NxRA6w8QsxwyiJHxaR8A,232,education panel discussions
CQ_xTlqqP1M,UCIWcrT3URyL9HDyGgSJfnpg,1326,education interview
-BB-t00_EWE,UCPc7N5MmLjZofBSiPsvSHaA,179,fashion
-rLQNIP4DyI,UCIWcrT3URyL9HDyGgSJfnpg,1663,education interview
Ca92_49_4yM,UCFkmUkW3dNRLbzOnZXe29Yw,41,
CQkw_T5VETM,UCPc7N5MmLjZofBSiPsvSHaA,1228,fashion
CRK3OF2b2qc,UCBfm-zKo60G9kKbjhQv8i1A,661,
CR3gW9c5UlA,UCIWcrT3URyL9HDyGgSJfnpg,1582,education interview
-rf6AkrAyyc,UCIWcrT3URyL9HDyGgSJfnpg,1531,education interview
Cmtve1j-8RI,UChRfnZaneIqPJbcn590bMwg,110,
jrpogaezNgQ,UCbqNtXu8GV2w4pFSGT7nINA,1232,health
-UkUQzKfZ2E,UCbqNtXu8GV2w4pFSGT7nINA,188,health
-U95DVfxMVE,UC825yNal8_9RWpKkTMhqbqg,483,entertainment talk shows
-CE9yPemyiQ,UCq6EFb-iblklFMHNSfzMq9A,430,vlogs
CSPgby76BjQ,UCPc7N5MmLjZofBSiPsvSHaA,596,fashion
Cmuwf14fipc,UCPc7N5MmLjZofBSiPsvSHaA,517,fashion
-VYMcHtpnoE,UCj8cqZqB_GQupoDf_UpOQow,522,entertainment talk shows
-CNY4cUXBz8,UCPc7N5MmLjZofBSiPsvSHaA,748,fashion
CSR5GqwPgz8,UCIWcrT3URyL9HDyGgSJfnpg,1272,education interview
CgYeHI-mL3Y,UC825yNal8_9RWpKkTMhqbqg,1539,entertainment talk shows
Fu7sDiHgpDA,UCPc7N5MmLjZofBSiPsvSHaA,932,fashion
-CpD27BwoGg,UCIWcrT3URyL9HDyGgSJfnpg,1316,education interview
CbbXkw1o0TY,UCiyeosuq4IwK5Sn6Ll3DmmA,202,education talk show
CaVXAhqljNE,UCIWcrT3URyL9HDyGgSJfnpg,1450,education interview
CT9Yhxzg5Kg,UCIWcrT3URyL9HDyGgSJfnpg,1367,education interview
-E0hYv_VDC8,UCq6EFb-iblklFMHNSfzMq9A,295,vlogs
-VbzxyaoqKI,UC_Proc972rek8FhTM5OC6Jw,2554,sports interview
G5yyeS-MB-0,UCzUHhTo5O4Abc7wDgfgXBrw,668,politics talk shows
CncbR1dw6s4,UCq6EFb-iblklFMHNSfzMq9A,143,vlogs
Ch1dYgPSfjw,UC06NxRA6w8QsxwyiJHxaR8A,953,education panel discussions
-0PnLdPWaO4,UCM1_G4Df-M0Muv5Xcnq5gwA,312,
CnfFojFWL5U,UC8lqUBnoNVTvGc71o3NN78g,259,political interview
--boa1RmBFU,UCIWcrT3URyL9HDyGgSJfnpg,1490,education interview
Cny_RBhjkHY,UChRfnZaneIqPJbcn590bMwg,198,
G69dWK8EQnU,UCIWcrT3URyL9HDyGgSJfnpg,1335,education interview
-E6dTRQQ9Zg,UCIWcrT3URyL9HDyGgSJfnpg,1636,education interview
-ujud5dMOcM,UCIWcrT3URyL9HDyGgSJfnpg,1639,education interview
CUOH6DbeRTU,UCPc7N5MmLjZofBSiPsvSHaA,323,fashion
CgOOvAsjiD4,UCIWcrT3URyL9HDyGgSJfnpg,1684,education interview
CYawoEdW4vo,UCPc7N5MmLjZofBSiPsvSHaA,360,fashion
FromJBlIDog,UCq6EFb-iblklFMHNSfzMq9A,323,vlogs
CRkc-YUBzgU,UCIWcrT3URyL9HDyGgSJfnpg,1615,education interview
FsUyendN3g8,UCcdM2L15M70E1BL37TGTHCg,299,
FsZi17AWcm8,UCbqNtXu8GV2w4pFSGT7nINA,837,health
