id,title
-RjmFHZU2i4,"NOWA RIDAI REM DERA LENA //  SANTALI SAD MUSIC VIDEO 2021// PRINCE,  SURESH & RENUKA"
QJXVN7ftj1w,এসটি সার্টিফিকেটে কালো বাজারী রমরমিয়ে:সোচ্চার  আদিবাসী কল্যান সমিতি।।
8vQyWQ2hreI,Hello Hello - Singrai Soren(Official Video) | Jay Soren | Dipali Mandi | Santali Romantic Song
CABBYItNv6w,A Sohagi (Audio) | Singrai Soren | Santali Romantic Song
GHZ0ncgJWr0,"Eventara Sasang Piyo Chenre | Live Singrai & Rupa | 13/10/2017Jambani, Guskaras"
gFQOC0ILwX8,Super Hit Santali Video Song(Full HD)-Dohokalinj Mese Chando-Film: Sagai
BrzEWD2uRTg,মন্দির নগরী বিষ্ণুপুর _ রাসমঞ্চ (Rasmancha) @SantaliVlog
oyIuxX85BLM,Katij Katij Khonah | Bachra Bayar Kora | Traditional Song
7tBJpy75OjE,SINGRAI SOREN LIVE @ TOSOR ARA - JHALIH A
9fhMvtjmk4o,SINGRAI SOREN LIVE @ TOSOR ARA - DHAKA DHUKU TEMA
FWN8pNMQAZA,SINGRAI SOREN LIVE @ TOSOR ARA - BAHA RE BAHA
-r9k9M9Plps,Sari News Santali| Santali Video2023 KARAM
LF5YKDMPZMc,Sari News 2023|Bangla Bandh বাংলা বন্ধ||Khatra Pump More|খাতড়া পাম্প মোড় এর চিত্র|News Today
K7W-XWXTnLY,"SARI NEWS SANTALI| Majhi Pargana  সহ Adibasi Forum,  Bike Rally |বাংলা বন্ধ Kurmi  ST করণে বিপক্ষে"
I_Fj0wcNVUI,SARI News Santali| Bangla বন্ধ 22শে May 2023- ASA |Majhi Pargana Mahal ᱵᱤᱨᱩᱫᱽ ᱮᱫᱟᱠᱳ ᱵᱚᱱᱫᱽ |News
ItJBmA0j-bQ,Sari News Santali|Kurmi Press Meet |Adibasi Convention|ঝাড়গ্রাম এ বিরবাহা হাঁসদা ঘটনা| News Today
E8D3hkwMUm4,Sari News Santali|Khatraতে সিলি পত্রিকার আয়োজনে সাধু রামচাঁদ মুরমু জন্মজয়ন্তী| News Today
MiodNjCXlQk,Sari News Santali| বাংলা বন্ধ|Jhargram Dist এ বন্ধ এর প্রভাব|News Today|2023
RzX23ploXuU,Sari News Santali 2023|Ajodiya Sendra 2023|Exclusive Report|News Today
NsSd-PPQ1WY,SARI NEWS SANTALI|ASA বাংলা বন্ধ |Salkhan Murmu Press Conference|NEWS TODAY|Santali News 2023
U_0O9KyBPdA,Sari News Santali|Kurmi আন্দোলন|Dilip Ghosh এর কুশপুত্তলিকা রানীবাঁধে|বিক্ষোভ সমাবেশে কুড়মি সমাজ
pnVfIysbdMk,"Sari News Santali|Naren Hansda ,Sido Kanhu Mission Sao Ropor|Santali News Today"
rJEzaoj6q5Y,Sari News Santali |সারিধরম কোড লাগিৎ SARIDHARAM Separate  Religion  West Bengal Govt. Bill/2023
q0Ujy4iqEBE,Sari News Santali | Purulia re Meeting Forest & Prakriti Mocho|বামনি ঝারনা FIR ঘটন|Santali Today
qU1Th_UqMi0,Sari News Santali| Santali Video2023 সাকাম ড্রেসতে সাজ |ল্যাম্পস রেয়াঃ Enech হেপেরাও |News Today
riE9sPdLYj0,Sari News Santali |অযোধ্যায় বিরহড় |SANTALI INTERVIEW With BirHor |New Santali Video2022
s_iV9KkCI04,Sari News Santali |New Year 2023 শুরুতেই রাজ্যজুড়ে পথ অবরোধ |ভারত জাকাত মাঝি পারগানা মহল|#news
xtQi-FBN7Dg,Sari News Santali|2023 New Year রে কৗমিহরাকো |বিপ্লব সরেন আঃ অনড়হেঁ |Santali Video
u_BJSZrLrIc,Sari News Santali | বেলপাহাড়িতে ছাত্রীদের সমস্যা |Santali Medium Students' Hostel Problem  |Santali
yciXILPCj1Y,Sari News Santali |কুনার হেম্ব্রম কৗমি ইদিয়েদায় | Bidu Chandan Bonga Buru |News Today|2023
zb7676Mvu40,Sari News Santali | SARIDHARAM MAHA SAMMELAN KOLKATA |সফল এনা???Dr.Shibsankar Saren কি বললেন?
c5GwJ0ZtoCI,"Sari News |Santali Song by Lantiti Kisku,at AISWA WB Coference & Renuka Saren ,Shibani Hembrm -BJSPG"
Z6FPl6VrUJs,Sari News Santali | Santali Film ALAKJARI |New Santali Video|@Vloggerlabahansda
aSQg4sZfCgg,Sari News Santali| SARIDHARAM Lagit President  Draupadi Murmu then|Marang Buru lagit |Ajodiya
aDRLB511HZI,Sari News Santali | Santali Bhasa Jitkar Maha Programs | সান্তালি ভাষা দিবস |News Santali Video 2022
QKCZQs5vm-Q,वन विभाग के सहयोग से पत्तल निर्माण कर आत्मनिर्भर होती सखी मंडल की महिलाएं: काठीकुंड
375x5Pp0mG0,एक उड़ान कुछ कर गुज़रने की | ऑटो रिक्शा महिला चालक से मुलाक़ात
QfOnu93lGHI,"उभरता झारखण्ड  - एक मुलाकात -डॉ ओमकारनाथ सिंह ,कुलपति , बिरसा विश्व विद्यालय , रांची"
JoyYtFjnZPw,"शिक्षा - यूविलड  की  ज्यामिति का परिचय ,  त्रिकोणमिनीय फलन, कक्षा - 09 और कक्षा -11"
NPzhZLLSaJA,FIT HAI INDIA TO HIT HAI INDIA
hzlSN7rIrjU,"Ubharta Jharkhand #Arya Project#Bakripalan  "" चुनौती में अवसर से आत्मनिर्भरता """
qDg2b0Q60WM,JAL BINA SAB SUNA
zA-2W73eqZ0,DT   25 10 2019 UBHARTA JHARKHAND
DsTzhZkEhwU,12 07 2019 उभरता झारखण्ड     हमारा प्रयास - शिक्षा से हो देश  का विकास
s5LC9_LWUws,DT   05 07 2019 उभरता झारखण्ड  RIDF KHUNTI
s1RY1vUmR8c,सश्क्त महिला - विकसित समाज 29 03 2019 Ubharta Jharkhand
ssT-nRKMtts,Santhal Dairy 06 12 18
0xbUaDoZE88,ST-506 || কুড়মিরা আদিবাসী হওয়ার আগেই  ST Certificate পাচ্ছে কিভাবে || Rabindranath Murmu
2O3zc9cthg4,ST-507 || আদিবাসীদের মৌলিক অধিকার টুকুও  দেওয়া হয় না || Rajendranath Murmu || BJMPM || Santali Thot
1OBqNBAnRXo,ST-502 || সাংবাদিক সাক্ষাৎকার Full video || ১২ই অক্টবর ২০২৩॥ ভারত জাকাত মাঝিপারগানা মহল
w8BkoGRLAM8,শিকারের সঙ্গে সাঁওতালদের ধর্ম সংস্কৃতি পূজা-পার্বণ নীতিশিক্ষা যুক্ত তাই  শিকার থেকে সরবেন না।
vl497JBM6TY,Sardi Situng Khatir Siuri Nagar Sum Sam Chaba Akana|ᱥᱟᱱᱛᱟᱲᱤ ᱠᱷᱚᱵᱚᱨ|Sar Sagun Santali News 443/2022
yXDBc9ukGXA,Ayo Arang Te Ol Parhao Lagit Dis Hudish |ᱥᱟᱱᱛᱟᱲᱤ ᱠᱷᱚᱵᱚᱨ|Sar Sagun Santali News 400/2022
yzmPH1hQAUo,Padmashree kherwal Soren sange sangathan sarhao kedeya ko|ᱥᱟᱱᱛᱟᱲᱤ ᱠᱷᱚᱵᱚᱨ|SarSagunSantaliTV 402/2022
x9dP76VqUeI,120 Serma Umeran Mit Gogo hor Nit Ho Aj Tegey Dara Baraya|ᱥᱟᱱᱛᱟᱲᱤ ᱠᱷᱚᱵᱚᱨ|Sar Sagun News 476/2022
-IAhxd1RGaM,Pandit Raghunath Murmu Model School|ᱥᱟᱱᱛᱟᱲᱤ ᱠᱷᱚᱵᱚᱨ|Sar Sagun Santali News 333/2022
0evzVJIx0eA,Sohrai Re Goro Sopoht Nam Lagi D.M Then Manjhi Mapaji Mandwa|ᱥᱟᱱᱛᱟᱲᱤ ᱠᱷᱚᱵᱚᱨ|Sar Sagun TV 272/2021
0LkSwDgEn5Y,Santari Lakchar Aar Saonhet Akhra Pata Porob Enech Heprao|ᱥᱟᱱᱛᱟᱲᱤ ᱠᱷᱚᱵᱚᱨ|Sar Sagun TV 197/2021
QMSCuVQMt2k,Santal kowag dharam code nam lagid DM deputation birbhum re sengelag|ᱥᱟᱱᱛᱟᱲᱤ ᱠᱷᱚᱵᱚᱨ|SST 175/2021
JMyXnkLg3D4,Advocate sankar murmu chatik ko dal akadea thana re BJMPM|ᱥᱟᱱᱛᱟᱲᱤ ᱠᱷᱚᱵᱚᱨ|Sar Sagun TV 177/2021
JZmQ49twyE0,Dasai serwa banchao adibasi progressive assembly Murshidabad|ᱥᱟᱱᱛᱟᱲᱤ ᱠᱷᱚᱵᱚᱨ|Sar Sagun TV 186/2021
RH0eYJHZwsA,Paschim banga aseca worker workshop betkundri bidya gar re|ᱥᱟᱱᱛᱟᱲᱤ ᱠᱷᱚᱵᱚᱨ|SSTV210/2021
Ub28XqnRP_w,Somaje disa kedeya purkha guru ramdas tudu reska|ᱥᱟᱱᱛᱟᱲᱤ ᱠᱷᱚᱵᱚᱨ|Sar sagun santali news 167/2021
YmlswZhIZ_E,Satali medium ren HS pass bharti ban khatir dahar jange murshidabad re|ᱥᱟᱱᱛᱟᱲᱤ ᱠᱷᱚᱵᱚᱨ|SST 173/2021
Yyih5eP4Zfs,Santali Medium HS Pass Akat Ko College Re Bang Ko Bhorti Dareyak Kana|ᱥᱟᱱᱛᱟᱲᱤ ᱠᱷᱚᱵᱚᱨ|SSTV 205/2021
Zih7c_3dB4o,Jadavpur University student font ak kami hora|ol chiki binid gapal marao|ᱥᱟᱱᱛᱟᱲᱤ ᱠᱷᱚᱵᱚᱨ|SST 171/2021
QiwwxEQQ2YA,Gota ninda orchestra bond dabi|sahar nagar sorhai durgapur|ᱥᱟᱱᱛᱟᱲᱤ ᱠᱷᱚᱵᱚᱨ|SSTV 224/2021
dTTVH2Z8_No,Chapol enech sereng deya kate lakchar banchao |ᱥᱟᱱᱛᱟᱲᱤ ᱠᱷᱚᱵᱚᱨ|Sar sagun santali news 193/2021
f93WST5PFP8,Ajodiya Buru Chetan BJMPM Ak Dosar Dupurup Etohop Akana|ᱥᱟᱱᱛᱟᱲᱤ ᱠᱷᱚᱵᱚᱨ|Sar Sagun Santali TV 232/2021
dLFCgee84i8,Raghunathpur thermal Power jomi emakan ko nit ho ere bulau kana ko|ᱥᱟᱱᱛᱟᱲᱤ ᱠᱷᱚᱵᱚᱨ|SSTV 213/2021
-mk7-P_TqMM,Mathan para ren met te bang nenel dare ol parhaw renag hahara jion|ᱥᱟᱱᱛᱟᱲᱤ ᱠᱷᱚᱵᱚᱨ|SarSagunTV148/2021
31lPHJmDAx4,Odisha siripur jaher than|Santali medium pathwa|ᱥᱟᱱᱛᱟᱲᱤ ᱠᱷᱚᱵᱚᱨ|Sar sagun santali news 119/2021
rEH0mASdCRM,"সাঁওতালি  মাধ্যম ধ্বংসের চক্রান্ত ,তাই নিয়োগে অনিয়ম, সোচ্চার এস. এস. সি. প্রাথীরা।"
U5mI90pHK3s,INTERVIEW WITH PRASENJIT || RAGHU DADA & PANKAJ MURMU || SANTALI ACTOR||@epil
6PVxlmqIVrU,GUHUM DIPIL ASHOK TUDU STEPHAN TUDU NEW SANTHALI VIDEO MARK ZONEY NEW SANTHALI VIDEO 2022
0v8KUfjshc0,JONDRA SATU 2 //NILESH //SUNITA //STEPHAN TUDU //GUDDY HEMBROM //NEW SANTHALI VIDEO //PROMOTION
3LP9XVOczNw,NAJAR MILA //RAKESH HANSDA SEFALI HEMBROM STEPHAN TUDU //NEW SANTHALI VIDEO //MARK ZONEY OFFICIAL
AMlvlcR3A9Q,LOVE SANAM ||NEW SANTHALI VIDEO ||NEW SANTHALI VIDEO 2021||MARK ZONEY OFFICIAL ||PROMOTION
AAJdwspXxRA,ROR LANDA ||STEPHAN TUDU ||NEW SANTHALI VIDEO/NEW SANTHALI VIDEO 2021/MARK ZONEY OFFICIAL/PROMOTION
Be4H6RmXElw,SANTAL HUL | #HUL DIWAS | SIDO KANHU 1855 | SANTHAL HISTORY
88--14p6p3g,What is Saharay ll Interview with Kali Charan Hembram ll About Saharay ll Nageswari
WI0MqFBODqE,JOMSIMBINTI EPI-3 || PRADHAN MURMU || ASECA BHUBANESWAR || BINTI AKHADA
CTy4hiTviQc,সামড়োঘাট ব্রিজ - কোতুলপুর || দ্বারকেশ্বর নদ || Samroghat Bridge @SantaliVlog
CZa_hlYAoSU,Gokulchand Temple || 📖 ইতিহাসের পাতায় গোকুলচাঁদ মন্দির || 😳 প্রায় দেড় হাজার বছরের প্রাচীন মন্দির।
SVuw045BsT4,Joypur Picnic spot || জয়পুর জঙ্গল _ বাঁকুড়া
ZPKQGlvECZQ,🌅ভোরবেলার_ শুশুনিয়া পাহাড়....
fvzghNCmfxE,ব্রিটিশ এয়ারপোর্ট _ বাসুদেবপুর || জয়পুর জঙ্গল || BasudebPur British Airport Chatal
l2VeuWshoKk,🏞️জমধারা ঝর্ণা / 🏹রাজা চন্দ্রবর্মন প্রাচীন শিলালিপি (শিউলিবনা আদিবাসী গ্রাম) Susunia Pahare_ 2021
wTo6FhqBUMc,দলমাদল কামান (Dalmadal Kaman) এই কামান স্বয়ং ভগবান শ্রীকৃষ্ণ চালিয়েছিলেন। বিষ্ণুপুর - বাঁকুড়া
5nvFnJqrgPo,State Conference of Pargana Mahals || Bjmpm || Mangal Soren || Asian Tribe News .
Ck0oRr-pVz8,বনমন্ত্রী কে ফরেস্ট আইন শেখালেন এই যুবক || Birbaha Hansda || তৃণমূল কংগ্রেস || বাংলা খবর .
-tGm1K_qDpo,Bhimwar Murmu's Interview || Sarna || Sari || Kalyani News || Asian Tribe News .
EsWPtLjLEPA,Santali Traditional Singer || Santali Song || Harimohan Hembram || Asian Tribe News .
6gSfIc29iVM,Supreme Court Me Adivasion Ka Huwa Jit || Gladson Dungdung || Hindi News || Asian Tribe News .
CBhz3734Bno,ধরম দাড়ে দ চেদ কানা ? || Sarna Dharam || Sari Dharam || Santali Video || Asian Tribe News .
A6caqMANbyw,Sidhu Kanhu Muthan Udhaw Aakhra || Santal Bidraha || Hul Maha || Kherwal Times
EOg88RxfrTQ,Lugu Buru Re Diku Kowag Kabja || Ghanta Badi || Sarna Dharam || Asian Tribe News .
_aBQ3Ty18h0,Birendra Mahato Ka  Jabardas Bhasan || Kalyani News || Asian Tribe News .
cO4wOShFifQ,Gana Deputation To Dm || Hulsai Sandesh || Kalyani News || Asian Tribe News .
l0Un5z7oLKs,Non St Hod Chikate Ko ST Kana ? || Fake St || Kurmi || Mahato || Asian Tribe News .
mCWYz3rS6XA,Dr. Shivshankar Soren's Speech || Bjmpm || Kalyani News || Asian Tribe News .
xkMBHXEki7c,Amah Tire Raj ᱟᱢᱟᱜ ᱛᱤᱨᱮ ᱨᱟᱡᱽ(Official Video) | Singrai Soren | Lantiti Kisku |Ranjit Murmu |Rap Song
EWT60kPsPMQ,"SINGRAI SOREN LIVE @ TAIPUR, BEGPUR, BURDWAN - HOY JIWI"
97Vek2WiQqs,JANAM JANAM // SANTALI PROMO VIDEO 2021//SANTALI VIDEO TAESER//SURENDRA & JABA MURMU
ED7UUf2wXQM,A CHANDO BONGA // ᱮ ᱪᱟᱸᱱᱫᱚ ᱵᱚᱸᱜᱟ// SANTALI NEHOR SONG 2021 //SINGER - SARASWATI HANSDAH
8DWxUwvMuZg,GAATE  SANTALI FILM 2022//CHAPTER - 2//SANTALI FULL MOVIE // RAGHUNATH & JHILIK TUDU
EvwFEq_nYzY,MALA MUDAM // SANTALI MOVIE TRAILER..//PROMO VIDEO // SURENDRA TUDU // SONY MURMU
G7SreWWEi-Q,JANAM JANAM //SANTALI MUSIC VIDEO 2021//SANTALI VIDEO 2022// SURENDRA & JABA MURMU
I_2fL8LSvTI,AMAH ING AA UKU KATHA // SANTALI JATRA 2023 // PATHATIC EMOTIONAL SCENE // SALMA MARNDI
9-KwocWW9Zk,OKOYE BUJHAW TING AA JUAN HOLMO REYAH RENGEJ TETANG // ADIM OWAR JARPA OPERA // OPERA//2021
6Bim1LwQg8Y,DULAL TAHENNA JANAM JANAM // ROMANTIC SANTALI YATRA VIDEO 2023 // SAREE SARJOM OPERA
9CQV9ge_6Os,BURU BURU PAROM ADI SANGING TELANG NIR SENOH AA // ADIM OWAR JARPA OPERA // OPERA//2021
LtdKFI3P8r0,"SOHAG SAGAI//SANTALI FILM  SCENE 2021 // GHARANJ FILM // ASHOK, SUSMITA & BHAGMATH"
RsAAJwCwRyk,RAHI CHAUDAL MIRU SANGE BARIYAT // SANTALI YATRA //ADIM OWAR JARPA OPERA //OPERA//2021
HyTE8EjIboc,MONE PEREJ INJ SIBIL AMA JIWI PEREJ ING GOROJ AMA// ADIM OWAR JARPA OPERA  // OPERA//2021
HjkCI9CSVU8,HENDE RIMIL DAH ALOM JALIYA GATE HIJUH KAN // ADIM OWAR JARPA OPERA // OPERA//2021
IZmIU16NuGc,AMDO MALI CHEDAH AM GOSO YENA // SANTALI DRAMA 2023 // ADIM AWAR JARPA OPERA
Tiui5dF_nTA,KULHI DHULI RELANG KHILDU ENEL GATE // ADIM OWAR JARPA OPERA // OPERA//2021
7cR3QS94k4M,CHORI CHORI  // NAGPURI MUSIC VIDEO - 2020-21
9ArR0FELtSY,Sutan Tandi Re Donger Enej.Rambha Raiboni Akhan Tandi Bir Gira Sendra video 2023.Sutan Tandi.
BiGTox5gVAM,My First Vlogs। Murmu bt vlogs।First Vlogs 2022
S1bgli23VWM,My third vlogs।Murmu bt vlogs।My third vlogs 2022
qR0RdagFWcU,My Second Vlogs।Murmu bt vlogs।My Second Vlogs 2022
N24m8g3JD-c,TOP 🎵 5 SANTHALI MALE SINGER || BEST SANTHALI SINGERS 🎤|| TOM MURMU🎸/ Singrai Soren 🎶//Stephan Da🎼//
waIWGooabGk,"Kolkata ᱨᱮ ᱠᱳᱰᱟ ᱥᱮᱨᱮᱧ ,কোল আঃ তাল্ তালাও সেরেঞ᱾#international #ইউনাইটেড ফোরাম অফ অল আদিবাসী (UAAFO)"
1avoAUs0Dbc,Some Schools And Primary In West Bengal Have Introduced Education In Santali ( Part -2 )
2gJni-U7Dn8,Santali News  || Sarkarak ak sar sab lagit training camp ku ayur keda SSB || Bodo kora kuri ku lagit
vUauL62QhZY,Santali News || Wilson Hasda man darhi cal || Santali Video
O6C5qZAZ8CU,ᱠᱩᱠᱩ ᱰᱩᱵᱩᱨ ᱢᱟᱞᱟ ᱯᱚᱛᱟᱢIIKUKU DUBUR||EP142||SANTALI LIVE||SAARAWNA SANGEET ACADEMY||MBJ||ODISHA||
3uyLkz5J2G8,ᱮᱱᱮᱡ ᱪᱟᱞᱟᱜ-ᱭᱚᱢ ᱢᱟᱱᱟᱭᱤᱧ ᱠᱟᱱ||EP140||Santali Live||SAARAWNA SANGEET ACADEMY||12MILE||ODISHA||
0hSDlb_VwBE,"NEW LAGNE ENEJ||EP111||Santali Live||SD&CWA,MAYURBHANJ||KADAMSOLE||12MILE||CHITRADA||MBJ||"
0vTMgM_JbJE,GURU KUNAMI DHORAM SAGUN DAG||V96||Santali Live||BAISAK KUNAMI-2022||Sangeet Academy||CHITRADA||MBJ|
AS-qpZq6VHs,ᱵᱟᱞᱮ ᱫᱚᱝ ᱮᱱᱮᱡ- ᱵᱟ°ᱫᱟᱞᱮ||Santali Live||V106||SAARAWNA SANGEET ACADEMY||12MILE||MBJ||ODISHA||
DY9dhDsW7Uw,ᱚᱨᱚᱱ ᱵᱚᱨᱚᱱ ᱵᱤᱨ ᱢᱟ ᱛᱟᱞᱟᱨᱮ||Santali Live||V104||LAGNE SONG||Saarawna Sangeet Academy Exam-2022||
Fnk9Vjd9Awo,ᱩᱛᱤ ᱥᱩᱛᱤ ᱜᱟᱵᱮᱭᱟᱱ ᱫᱚ||SAAR GANESH HEMBRAM||EP130||Santali Live|SAARAWNA SANGEET ACADEMY||ODISHA||BBSR
J8uk8HR4y70,ᱠᱟᱨᱟᱢ ᱠᱷᱮᱞ ᱮᱱᱮᱡ||EP128||Santali Live||KADAMSOLE KARAM GAONTA||SAARAWNA TRUST||MBJ||ODISHA||
K7Nv8bvhkO4,LIVE SANTALI DONG DANCE BY STUDENTS OF SAARAWNA SANGEET ACADEMY||EP-107||12MILE||MBJ||Santali Live||
6OB20D7PsSI,"ᱪᱟ°ᱫᱚ ᱵᱚ°ᱜᱟ ᱥᱤᱨᱡᱚᱱ..||BIDYABATI TUDU||V8||Santali Live||Saarawna Sangeet Academy||12MILE||MBJ,ODISHA"
UZRfKfE8XUA,Santali Song By Rusika Sukul Murmu at RANGADALNG||Santali Live||V42||CHITRADA-2020||MBJ||ODISHA||
QIdsaM2G1Ik,LIVE SONG BY RUSIKA DASARATHI MURMU||Santali Live||V22||SAARAWNA SANGEET ACADEMY||2018||MBJ-ODISHA||
MZbMk7Gm9z4,Song by Dasarathi Murmu||V14||Santali Live||Saarawna Sangeet Academy||My OlChiki For All By 2025||
TZ7pZl_OWIw,ᱨᱟᱝᱜᱟᱫᱟᱲᱟᱝ ᱡᱟᱝᱵᱟᱦᱟ ᱛᱩᱯᱩᱱᱟ.ᱭ ᱜᱷᱟᱴ ᱠᱟ.ᱢᱤᱦᱚᱨᱟ-2019||Santali Live||V43||PART-2|| GHOLMUHAN||MBJ||
VfSTw6x2na4,SONG BY LAXMAN HEMBRAM||Santali Live||V20||SAARAWNA SANGEET ACADEMY||MBJ||ODISHA||2018||
VF4gVcsxwhA,"LIVE RECORD DANCE BY GIRLS GROUP SSA, 12MILE||Santali Live||V33||ANNUAL SANTALI EXAM-2018||ODISHA||"
H0vyD13N09M,ᱚᱞ ᱟ.ᱠᱤᱞ ᱜᱮᱭᱟᱱ ᱥᱮᱭᱟᱱ ᱥᱮᱨᱮᱧ ᱟᱨ ᱜᱩᱨᱩ ᱠᱩᱱᱟ.ᱢᱤ-2019||Santali Live||V7||SAARAWNA SANGEET ACADEMY||MBJII
5I-7WoyNPw4,"ᱚᱞ ᱢᱮᱱᱟᱜ ᱛᱟᱢᱟ,ᱨᱚᱲ ᱢᱮᱱᱟᱜ ᱛᱟᱢᱟ||Santali Live||V10||SAARAWNA SANGEET ACADEMY||12MILE||MBJ||ODISHA||"
1RXNTj8hNsU,SANTALI RECORD DANCE BY Ms MALHA MURMU||Santali Live||V32||SAARAWNA SANGEET ACADEMY||2018||ODISHA||
0KaSuJVO2oE,BURU disom kuli 1st time 5star Hotel re jom 🍽🍵😋// SANTALIVLOGVIDEO @SINGOLIAVLOG
EElcld4QmOE,Japud re IOCL Santal Kuri buhin koag get-together raska ge bujhaw ena @SINGOLIAVLOG
