id,channel_id,duration(sec),domain
2j8rN8dsvX8,UCZ8S3qwowiFztAQBRTawWfA,488,politics talk shows
1N9NzwSEG64,UC2SI2EtFYc3GtKBRuLQZnlw,685,"documentary,standup comedy"
u0IL_W7Y-9I,UCZ8S3qwowiFztAQBRTawWfA,1523,politics talk shows
BUePq8gzqkE,UCMv-8h-9DvnG7j3MWCv3mRQ,364,education interview
I0OB9hWlIug,UCZ8S3qwowiFztAQBRTawWfA,1596,politics talk shows
HpC4WiegzEM,UCZ8S3qwowiFztAQBRTawWfA,223,politics talk shows
aL9BqF8h2Wc,UCZ8S3qwowiFztAQBRTawWfA,61,politics talk shows
vNc4ZofSqtU,UCMv-8h-9DvnG7j3MWCv3mRQ,284,education interview
JixyV8C5DZc,UCZ8S3qwowiFztAQBRTawWfA,788,politics talk shows
fzH2NY8y5Yc,UCZ8S3qwowiFztAQBRTawWfA,922,politics talk shows
UsAa_u5t_Es,UCZ8S3qwowiFztAQBRTawWfA,383,politics talk shows
wVzOoNADw2s,UCbd8gfbFhtaJfZtzTwjWGqQ,139,kids stories
J81eFP7f6TU,UCZ8S3qwowiFztAQBRTawWfA,1629,politics talk shows
lGYvRLR2sSo,UCZ8S3qwowiFztAQBRTawWfA,1089,politics talk shows
cbNhAwWWQ1k,UCZ8S3qwowiFztAQBRTawWfA,1636,politics talk shows
_MgeJWlyERM,UCZ8S3qwowiFztAQBRTawWfA,1690,politics talk shows
rfN5K-duo2Q,UCZ8S3qwowiFztAQBRTawWfA,582,politics talk shows
8guSi03LK4U,UCZ8S3qwowiFztAQBRTawWfA,604,politics talk shows
eX2it3PNXLM,UCZ8S3qwowiFztAQBRTawWfA,1592,politics talk shows
UhxPdSu-_jY,UCZ8S3qwowiFztAQBRTawWfA,1418,politics talk shows
x1OhgHWKcPU,UCZ8S3qwowiFztAQBRTawWfA,1557,politics talk shows
GQBfltHIk2U,UCZ8S3qwowiFztAQBRTawWfA,381,politics talk shows
UpC2VFUMoLs,UCZ8S3qwowiFztAQBRTawWfA,2635,politics talk shows
r49heCYIV3A,UCZ8S3qwowiFztAQBRTawWfA,1040,politics talk shows
PL7Ismopv_U,UCMv-8h-9DvnG7j3MWCv3mRQ,801,education interview
AGEhXbHzdiI,UCZ8S3qwowiFztAQBRTawWfA,1551,politics talk shows
GTSv2hl6mOw,UCZ8S3qwowiFztAQBRTawWfA,1597,politics talk shows
vtO0o-fWOqo,UCRYVVLSwQZNUWaHUshzkRoA,353,stock market news
DqedSdkKxtc,UCZ8S3qwowiFztAQBRTawWfA,552,politics talk shows
tCWX-U7WmMM,UCZ8S3qwowiFztAQBRTawWfA,1697,politics talk shows
bWKkx_tzueM,UCZ8S3qwowiFztAQBRTawWfA,1662,politics talk shows
-1GEqVyWNFQ,UCZ8S3qwowiFztAQBRTawWfA,446,politics talk shows
2JMEsnatAfA,UCZ8S3qwowiFztAQBRTawWfA,1465,politics talk shows
5RYSht4nLbo,UCZ8S3qwowiFztAQBRTawWfA,2511,politics talk shows
QP5M1CZBTOI,UCZ8S3qwowiFztAQBRTawWfA,1434,politics talk shows
qpBn8jRS_K4,UCZ8S3qwowiFztAQBRTawWfA,1566,politics talk shows
Ak_VZGtU8Ts,UCZ8S3qwowiFztAQBRTawWfA,1774,politics talk shows
SY-Uij6Z_b0,UCZ8S3qwowiFztAQBRTawWfA,62,politics talk shows
SJK__u_SQQ8,UCZ8S3qwowiFztAQBRTawWfA,571,politics talk shows
HggziJNHWDU,UCZ8S3qwowiFztAQBRTawWfA,103,politics talk shows
CVE8Q_B_p2g,UCHscbOazUfmduCVKrmupo7w,686,fashion
5uIIzMwJzzs,UCZ8S3qwowiFztAQBRTawWfA,898,politics talk shows
Kg-FVWAzeI8,UCHscbOazUfmduCVKrmupo7w,377,fashion
xg0BTXVrxfU,UCMv-8h-9DvnG7j3MWCv3mRQ,497,education interview
IhganLMwHpg,UCZ8S3qwowiFztAQBRTawWfA,1021,politics talk shows
xtkwelTv7_0,UCZ8S3qwowiFztAQBRTawWfA,1625,politics talk shows
p6c-pJUr98Q,UCZ8S3qwowiFztAQBRTawWfA,1530,politics talk shows
9jaVIIsFVMc,UCZ8S3qwowiFztAQBRTawWfA,364,politics talk shows
PQdQmUrFy_M,UCZ8S3qwowiFztAQBRTawWfA,689,politics talk shows
Nm7odU4R5L4,UCZ8S3qwowiFztAQBRTawWfA,1563,politics talk shows
_A6azm4qU8A,UCZ8S3qwowiFztAQBRTawWfA,299,politics talk shows
0BxkDQqCe3I,UCZ8S3qwowiFztAQBRTawWfA,594,politics talk shows
FC7zeHnJmvM,UCXM3b61alvDTJ7BPQ17TfAw,279,educational videos
8B2g_0reaKU,UCZ8S3qwowiFztAQBRTawWfA,58,politics talk shows
E-KNjiCVhZ0,UCZ8S3qwowiFztAQBRTawWfA,177,politics talk shows
cPIAOYPL9Qw,UCXM3b61alvDTJ7BPQ17TfAw,2783,educational videos
r8tzL7TWlT4,UCZ8S3qwowiFztAQBRTawWfA,1374,politics talk shows
Ic33vU3Bpog,UCXM3b61alvDTJ7BPQ17TfAw,904,educational videos
wZfXLdGI6aQ,UCMv-8h-9DvnG7j3MWCv3mRQ,457,education interview
Nkqzmpa5xXE,UCZ8S3qwowiFztAQBRTawWfA,153,politics talk shows
YjRhUUfD60g,UCZ8S3qwowiFztAQBRTawWfA,2038,politics talk shows
ktJAUTaM8LA,UCZ8S3qwowiFztAQBRTawWfA,1355,politics talk shows
a_Ujx_ZCmHk,UCZ8S3qwowiFztAQBRTawWfA,548,politics talk shows
XmhLsVD2z80,UCXM3b61alvDTJ7BPQ17TfAw,2140,educational videos
1ObQMrLVxFs,UCZ8S3qwowiFztAQBRTawWfA,258,politics talk shows
KNmoGlg5zgE,UCZ8S3qwowiFztAQBRTawWfA,1384,politics talk shows
XsOUCqcvT4w,UCZ8S3qwowiFztAQBRTawWfA,393,politics talk shows
CVgG_bW_ClM,UCZ8S3qwowiFztAQBRTawWfA,322,politics talk shows
wGl3VLhw6HY,UCZ8S3qwowiFztAQBRTawWfA,40,politics talk shows
CLqT_85VSbU,UCZ8S3qwowiFztAQBRTawWfA,1618,politics talk shows
UdqYkBTLKZI,UCZ8S3qwowiFztAQBRTawWfA,652,politics talk shows
N8F5X7JIhPk,UCZ8S3qwowiFztAQBRTawWfA,201,politics talk shows
DxwJreumcJg,UCZ8S3qwowiFztAQBRTawWfA,390,politics talk shows
kmeD06CVAXo,UCZ8S3qwowiFztAQBRTawWfA,113,politics talk shows
I2ZzHTNaOQk,UCMv-8h-9DvnG7j3MWCv3mRQ,260,education interview
oE0KIex8J0s,UCZ8S3qwowiFztAQBRTawWfA,408,politics talk shows
E3K34S31fBU,UCZ8S3qwowiFztAQBRTawWfA,1921,politics talk shows
otLnZZtIppc,UCZ8S3qwowiFztAQBRTawWfA,2216,politics talk shows
1xMDJgRCS1E,UCRYVVLSwQZNUWaHUshzkRoA,363,stock market news
Ll-wf7e0Us8,UCZ8S3qwowiFztAQBRTawWfA,1532,politics talk shows
cL_ny4o6m7g,UCZ8S3qwowiFztAQBRTawWfA,60,politics talk shows
0pSbpQcCBNc,UCZ8S3qwowiFztAQBRTawWfA,700,politics talk shows
9ZIx08hL6Oc,UCZ8S3qwowiFztAQBRTawWfA,404,politics talk shows
uGUgZWA5Tvc,UCZ8S3qwowiFztAQBRTawWfA,1573,politics talk shows
8rBWPvA2kec,UCZ8S3qwowiFztAQBRTawWfA,494,politics talk shows
AL716vHSgQc,UCMv-8h-9DvnG7j3MWCv3mRQ,3030,education interview
H7pKWwovkMQ,UCMv-8h-9DvnG7j3MWCv3mRQ,228,education interview
FiCJfVSJqnw,UCZ8S3qwowiFztAQBRTawWfA,52,politics talk shows
0XYzBgWnYRI,UCZ8S3qwowiFztAQBRTawWfA,1091,politics talk shows
FPSuOvGDM_I,UCZ8S3qwowiFztAQBRTawWfA,317,politics talk shows
jOlHm4g3Lfw,UCZ8S3qwowiFztAQBRTawWfA,855,politics talk shows
9rjJMz-SwYU,UCZ8S3qwowiFztAQBRTawWfA,1014,politics talk shows
AtkWESPuJ8w,UCZ8S3qwowiFztAQBRTawWfA,403,politics talk shows
C4LL6TCJkoU,UCvcgnCkXhWaXrDxTbf15sOQ,84,political speech
QIk3z_7I6r4,UCZ8S3qwowiFztAQBRTawWfA,866,politics talk shows
EnJGkbB6Cws,UCZ8S3qwowiFztAQBRTawWfA,264,politics talk shows
glezPyhU2SI,UCZ8S3qwowiFztAQBRTawWfA,3300,politics talk shows
6FRyRlKTxBM,UCZasjl7QOAVhvScx_KLq9Sw,823,shloka chanting
Z2HdEfqUmW0,UCZ8S3qwowiFztAQBRTawWfA,1686,politics talk shows
h--vGoIZqP0,UCZ8S3qwowiFztAQBRTawWfA,348,politics talk shows
WjP3T8c1wmI,UCZ8S3qwowiFztAQBRTawWfA,519,politics talk shows
GtX1-EHDZxA,UCZ8S3qwowiFztAQBRTawWfA,436,politics talk shows
CMso_BKGLyI,UCZ8S3qwowiFztAQBRTawWfA,1576,politics talk shows
meLXp0jnZgM,UCZ8S3qwowiFztAQBRTawWfA,1607,politics talk shows
0L0wzfgG_XE,UCZ8S3qwowiFztAQBRTawWfA,415,politics talk shows
Tc1OQ68wB7E,UCZ8S3qwowiFztAQBRTawWfA,181,politics talk shows
MI01_TQsjFE,UCRYVVLSwQZNUWaHUshzkRoA,400,stock market news
LGxp16VyomE,UCRYVVLSwQZNUWaHUshzkRoA,291,stock market news
AqOi27Q6Dr4,UCZ8S3qwowiFztAQBRTawWfA,1493,politics talk shows
UkuZaClTvlk,UCXM3b61alvDTJ7BPQ17TfAw,2228,educational videos
xMlggdXyVKs,UCZ8S3qwowiFztAQBRTawWfA,297,politics talk shows
92z7uLQHrA0,UCZ8S3qwowiFztAQBRTawWfA,670,politics talk shows
jPcFPLjnpk8,UCZ8S3qwowiFztAQBRTawWfA,329,politics talk shows
acGA3FRVGBc,UCZ8S3qwowiFztAQBRTawWfA,313,politics talk shows
pyAyg0EXqvE,UCZ8S3qwowiFztAQBRTawWfA,56,politics talk shows
3UXAucy9pRw,UCZ8S3qwowiFztAQBRTawWfA,187,politics talk shows
2sE3Ws77LaY,UCZ8S3qwowiFztAQBRTawWfA,1566,politics talk shows
H2vYw9zJTpo,UCXM3b61alvDTJ7BPQ17TfAw,188,educational videos
8GCLpwBOtbw,UCZ8S3qwowiFztAQBRTawWfA,1543,politics talk shows
Tm9IJCESL6Q,UCZ8S3qwowiFztAQBRTawWfA,479,politics talk shows
MKiFjxM4iCA,UCZ8S3qwowiFztAQBRTawWfA,717,politics talk shows
omL44kteXOI,UCZ8S3qwowiFztAQBRTawWfA,892,politics talk shows
L6EqCN0OHDo,UCZ8S3qwowiFztAQBRTawWfA,1272,politics talk shows
WcuyO8P1uvA,UCHscbOazUfmduCVKrmupo7w,128,fashion
p23CuGeWDdg,UCuGQx6ZSrXQIJl7wE5sxbFQ,216,kids stories
9LT4NmA9TP4,UCZ8S3qwowiFztAQBRTawWfA,1657,politics talk shows
C3WhHJuVA5Q,UCvcgnCkXhWaXrDxTbf15sOQ,606,political speech
BEcgL4-jLMY,UCZ8S3qwowiFztAQBRTawWfA,1488,politics talk shows
mMJhQrOfBB0,UCZ8S3qwowiFztAQBRTawWfA,1603,politics talk shows
GGLnPLG13xY,UCZ8S3qwowiFztAQBRTawWfA,354,politics talk shows
DkCyibBrTc4,UCZ8S3qwowiFztAQBRTawWfA,458,politics talk shows
yw5HmYT7B0U,UCZ8S3qwowiFztAQBRTawWfA,445,politics talk shows
yAoRZ_xMELw,UCZ8S3qwowiFztAQBRTawWfA,440,politics talk shows
tJHpScHXzgg,UCZ8S3qwowiFztAQBRTawWfA,55,politics talk shows
Eyeye7U_aR0,UCZ8S3qwowiFztAQBRTawWfA,1657,politics talk shows
l740molxMos,UCZ8S3qwowiFztAQBRTawWfA,1283,politics talk shows
5iFt_4cKcyo,UCZ8S3qwowiFztAQBRTawWfA,238,politics talk shows
z-V_KLTNF30,UCMv-8h-9DvnG7j3MWCv3mRQ,90,education interview
hvw43o560tM,UCZ8S3qwowiFztAQBRTawWfA,1002,politics talk shows
vq73PlqQNUw,UCXM3b61alvDTJ7BPQ17TfAw,199,educational videos
YM4ZTUuvrLY,UCZ8S3qwowiFztAQBRTawWfA,1538,politics talk shows
2qrQFmCpZkI,UCZ8S3qwowiFztAQBRTawWfA,521,politics talk shows
NnBhTaGYLq8,UCZ8S3qwowiFztAQBRTawWfA,771,politics talk shows
0eTpdNDMQwA,UCZ8S3qwowiFztAQBRTawWfA,329,politics talk shows
gnLrcu7nDrs,UCZ8S3qwowiFztAQBRTawWfA,705,politics talk shows
rt5ZqJlGKAs,UCZ8S3qwowiFztAQBRTawWfA,173,politics talk shows
5chev2oeWRM,UCZ8S3qwowiFztAQBRTawWfA,238,politics talk shows
PA6YsUIsmKw,UCZ8S3qwowiFztAQBRTawWfA,428,politics talk shows
7wSd5VQIRWc,UCZ8S3qwowiFztAQBRTawWfA,481,politics talk shows
KCnu8d_9e20,UCXM3b61alvDTJ7BPQ17TfAw,310,educational videos
WhACW5ZdjRo,UCZ8S3qwowiFztAQBRTawWfA,1190,politics talk shows
eJOvG4RvD2Y,UCZ8S3qwowiFztAQBRTawWfA,337,politics talk shows
_de4FTvEpYI,UCZ8S3qwowiFztAQBRTawWfA,292,politics talk shows
SR_9vViD9AE,UCS10Ls9QPc86wTfDBy-XyzQ,791,vlogs
CTK0BHU00hE,UCZ8S3qwowiFztAQBRTawWfA,316,politics talk shows
rK66t-Ve5TI,UCZ8S3qwowiFztAQBRTawWfA,1596,politics talk shows
cFgEkL9l38E,UCuGQx6ZSrXQIJl7wE5sxbFQ,322,kids stories
Ox8lZaDZGYA,UCZ8S3qwowiFztAQBRTawWfA,455,politics talk shows
QhNNo0-URAs,UCZ8S3qwowiFztAQBRTawWfA,276,politics talk shows
UL34jWlhvuU,UCZ8S3qwowiFztAQBRTawWfA,788,politics talk shows
fQjAvcPDWIk,UCZ8S3qwowiFztAQBRTawWfA,1573,politics talk shows
iT_2NrYXTqI,UCZ8S3qwowiFztAQBRTawWfA,913,politics talk shows
Fdn-fTQ6bDs,UCXM3b61alvDTJ7BPQ17TfAw,666,educational videos
8CjHMMLjdmw,UCZ8S3qwowiFztAQBRTawWfA,563,politics talk shows
Rip368E6quU,UCHscbOazUfmduCVKrmupo7w,132,fashion
loSwxTnb77Q,UCZ8S3qwowiFztAQBRTawWfA,376,politics talk shows
VnGDuGGMrNg,UCZ8S3qwowiFztAQBRTawWfA,380,politics talk shows
DSDyyGKJm90,UCZ8S3qwowiFztAQBRTawWfA,1510,politics talk shows
OS7VE3FcZKY,UC1p3vBlLaKsEevsZeIjUJSA,46,spiritual videos
wud7hm03nhk,UCZ8S3qwowiFztAQBRTawWfA,461,politics talk shows
2tdBpsu_l9w,UCZ8S3qwowiFztAQBRTawWfA,1354,politics talk shows
7lY0bbH8gCY,UCXM3b61alvDTJ7BPQ17TfAw,921,educational videos
Gx2fXx9lxSs,UCZ8S3qwowiFztAQBRTawWfA,1613,politics talk shows
WwXiF8RKAPM,UCZ8S3qwowiFztAQBRTawWfA,381,politics talk shows
-JNmUMKlnBs,UCZ8S3qwowiFztAQBRTawWfA,1537,politics talk shows
39H9m19no_k,UCZ8S3qwowiFztAQBRTawWfA,1062,politics talk shows
_Khowp_pZ-0,UCZ8S3qwowiFztAQBRTawWfA,1557,politics talk shows
PVi8e82s3kk,UCZ8S3qwowiFztAQBRTawWfA,263,politics talk shows
bQTe2pCnQbs,UCZ8S3qwowiFztAQBRTawWfA,664,politics talk shows
NljUzcGiWrU,UCZ8S3qwowiFztAQBRTawWfA,749,politics talk shows
bum93gq5zo8,UCHscbOazUfmduCVKrmupo7w,123,fashion
1JPnD0cQCuA,UCZ8S3qwowiFztAQBRTawWfA,261,politics talk shows
H-ZL5Pnj5Js,UCZ8S3qwowiFztAQBRTawWfA,365,politics talk shows
-aaEUPjYRgI,UCZ8S3qwowiFztAQBRTawWfA,502,politics talk shows
VLBX4Lwx968,UCZ8S3qwowiFztAQBRTawWfA,559,politics talk shows
r3Z5A5IVPMk,UCZ8S3qwowiFztAQBRTawWfA,494,politics talk shows
WGeWLBcEc_8,UCZ8S3qwowiFztAQBRTawWfA,671,politics talk shows
C0lzhbRoLjQ,UCRYVVLSwQZNUWaHUshzkRoA,309,stock market news
pcb6WHjdEgs,UCZ8S3qwowiFztAQBRTawWfA,540,politics talk shows
p2u3SUyq0AA,UCZ8S3qwowiFztAQBRTawWfA,1076,politics talk shows
VcHunzaF0uo,UCXM3b61alvDTJ7BPQ17TfAw,1714,educational videos
T6WU9ScbQcg,UCMv-8h-9DvnG7j3MWCv3mRQ,233,education interview
7OW7f8m-HJQ,UCZ8S3qwowiFztAQBRTawWfA,297,politics talk shows
ZAphwONLieg,UCZ8S3qwowiFztAQBRTawWfA,1168,politics talk shows
hzdIBsK3x04,UCZ8S3qwowiFztAQBRTawWfA,211,politics talk shows
HTvFwTiICSg,UCZ8S3qwowiFztAQBRTawWfA,1523,politics talk shows
XTIxL68ojws,UCHscbOazUfmduCVKrmupo7w,116,fashion
iUquiEEKhA4,UCZ8S3qwowiFztAQBRTawWfA,735,politics talk shows
n-76zkb5JiQ,UCHscbOazUfmduCVKrmupo7w,250,fashion
x8M5NJMVSU0,UCZ8S3qwowiFztAQBRTawWfA,385,politics talk shows
Nv6XqV6-a44,UCZ8S3qwowiFztAQBRTawWfA,214,politics talk shows
F0QMvUbB_5A,UCZ8S3qwowiFztAQBRTawWfA,885,politics talk shows
aQni95MQVrQ,UCZ8S3qwowiFztAQBRTawWfA,230,politics talk shows
7uy41CjByGQ,UCZ8S3qwowiFztAQBRTawWfA,1937,politics talk shows
DqHBSCerMew,UCvcgnCkXhWaXrDxTbf15sOQ,629,political speech
OP8kkgCspQ8,UCvcgnCkXhWaXrDxTbf15sOQ,567,political speech
V8MDvf1Ef2A,UCRYVVLSwQZNUWaHUshzkRoA,319,stock market news
StmdCBZPPNw,UCZ8S3qwowiFztAQBRTawWfA,1493,politics talk shows
KOrhQiVdc54,UCZ8S3qwowiFztAQBRTawWfA,1371,politics talk shows
woNYiTycjgc,UCZ8S3qwowiFztAQBRTawWfA,43,politics talk shows
jOVjXrgJdhw,UCZ8S3qwowiFztAQBRTawWfA,1575,politics talk shows
RnU5PklAkXM,UCMv-8h-9DvnG7j3MWCv3mRQ,2885,education interview
qjAI2KWLUV4,UCuGQx6ZSrXQIJl7wE5sxbFQ,632,kids stories
u5AjwPqzEyc,UCHscbOazUfmduCVKrmupo7w,549,fashion
eRvSamdiwEk,UCZ8S3qwowiFztAQBRTawWfA,313,politics talk shows
tKecWWzBoiQ,UCZ8S3qwowiFztAQBRTawWfA,250,politics talk shows
yp9XMUjVNno,UCHscbOazUfmduCVKrmupo7w,221,fashion
rWoxkpXk6uw,UCZ8S3qwowiFztAQBRTawWfA,400,politics talk shows
eYSFivjUIRs,UCZ8S3qwowiFztAQBRTawWfA,1653,politics talk shows
DVd345_LTH8,UCZ8S3qwowiFztAQBRTawWfA,412,politics talk shows
ZTv4qYAEKxY,UCZ8S3qwowiFztAQBRTawWfA,614,politics talk shows
LmoODqEMsaU,UCZ8S3qwowiFztAQBRTawWfA,292,politics talk shows
27tM24fF6Vw,UCZ8S3qwowiFztAQBRTawWfA,1523,politics talk shows
zchzsq74j6I,UCZ8S3qwowiFztAQBRTawWfA,1596,politics talk shows
948doZQLIBE,UCZ8S3qwowiFztAQBRTawWfA,286,politics talk shows
hbWbSd5d7bk,UCZ8S3qwowiFztAQBRTawWfA,529,politics talk shows
HCG0qxmVP9o,UCRYVVLSwQZNUWaHUshzkRoA,316,stock market news
4WGbCBoVfT8,UCZ8S3qwowiFztAQBRTawWfA,155,politics talk shows
XoPsP2ujxJY,UCjYwBlNnGUoFkiAq3oSehsw,345,cooking
4qBQLE4Ahps,UCZ8S3qwowiFztAQBRTawWfA,333,politics talk shows
55U4FVF673M,UCZ8S3qwowiFztAQBRTawWfA,1565,politics talk shows
hel-oN0GMDM,UCZ8S3qwowiFztAQBRTawWfA,228,politics talk shows
r7HPa0epaVw,UCZ8S3qwowiFztAQBRTawWfA,1559,politics talk shows
ZNfNvFSePu0,UCZ8S3qwowiFztAQBRTawWfA,1473,politics talk shows
EIvZRJ2F3bQ,UCZ8S3qwowiFztAQBRTawWfA,1398,politics talk shows
32lT3YCZoFc,UCZ8S3qwowiFztAQBRTawWfA,496,politics talk shows
ScdSb8Z3hcQ,UCZ8S3qwowiFztAQBRTawWfA,646,politics talk shows
WymPPOVsDZU,UCRYVVLSwQZNUWaHUshzkRoA,303,stock market news
toHhGNZmZ-8,UCZ8S3qwowiFztAQBRTawWfA,244,politics talk shows
TTarxevo-SU,UCZ8S3qwowiFztAQBRTawWfA,1223,politics talk shows
SR8b_Lo9xN8,UCZ8S3qwowiFztAQBRTawWfA,282,politics talk shows
EFp9pgzC5Ec,UCZ8S3qwowiFztAQBRTawWfA,322,politics talk shows
rAngbg_pYKU,UCZ8S3qwowiFztAQBRTawWfA,236,politics talk shows
7L5woJePB8Y,UC1p3vBlLaKsEevsZeIjUJSA,29,spiritual videos
7ZNjK0VrBxk,UCZ8S3qwowiFztAQBRTawWfA,1387,politics talk shows
UwFdh3GbstI,UCZ8S3qwowiFztAQBRTawWfA,430,politics talk shows
s9WOTYi6qJA,UCZ8S3qwowiFztAQBRTawWfA,23,politics talk shows
7ycvDnD5o-g,UCZ8S3qwowiFztAQBRTawWfA,35,politics talk shows
JFc5eWpbN0I,UCjI18QoNlzeqPUrS_87Gz3w,285,movie review
iavq3y-V2xs,UCZ8S3qwowiFztAQBRTawWfA,631,politics talk shows
lv1Z09Pe4jk,UCZ8S3qwowiFztAQBRTawWfA,432,politics talk shows
B_2myWZytik,UCZ8S3qwowiFztAQBRTawWfA,391,politics talk shows
k_yIBNZX0NI,UCZ8S3qwowiFztAQBRTawWfA,1356,politics talk shows
sKfzBVVyaRU,UCZ8S3qwowiFztAQBRTawWfA,2369,politics talk shows
SKAKghgva8I,UCZ8S3qwowiFztAQBRTawWfA,1348,politics talk shows
6ojCmAKW69o,UCjI18QoNlzeqPUrS_87Gz3w,268,movie review
vUkf_gBeLy4,UCZ8S3qwowiFztAQBRTawWfA,1550,politics talk shows
LtBn4w8PqnM,UCZ8S3qwowiFztAQBRTawWfA,671,politics talk shows
qIfwi4WkX9I,UCHscbOazUfmduCVKrmupo7w,152,fashion
VCTgw2EDG-4,UCZ8S3qwowiFztAQBRTawWfA,769,politics talk shows
q75iQYqwHmU,UCZ8S3qwowiFztAQBRTawWfA,1665,politics talk shows
aTRjLLaCPcw,UCMv-8h-9DvnG7j3MWCv3mRQ,2713,education interview
7p_SnXMW9Ys,UCZ8S3qwowiFztAQBRTawWfA,742,politics talk shows
8BXoQCxZQjo,UCZ8S3qwowiFztAQBRTawWfA,58,politics talk shows
hCLzpO4QDvc,UCZ8S3qwowiFztAQBRTawWfA,376,politics talk shows
qR2UPYZmet0,UCZ8S3qwowiFztAQBRTawWfA,465,politics talk shows
-MTH4T2-4Gk,UCZ8S3qwowiFztAQBRTawWfA,1519,politics talk shows
ktgWP2bOKhA,UCZ8S3qwowiFztAQBRTawWfA,1364,politics talk shows
4EUK2LCrRfA,UCZ8S3qwowiFztAQBRTawWfA,407,politics talk shows
vB6VkDiBUc0,UCHscbOazUfmduCVKrmupo7w,242,fashion
Y5T8FjCgcxw,UCZ8S3qwowiFztAQBRTawWfA,2449,politics talk shows
LOf-yfeukaM,UCZ8S3qwowiFztAQBRTawWfA,217,politics talk shows
v8fGUDazUHA,UCZ8S3qwowiFztAQBRTawWfA,533,politics talk shows
zbL14ORNh3M,UCjYwBlNnGUoFkiAq3oSehsw,390,cooking
FdzxE3vZB8E,UCRYVVLSwQZNUWaHUshzkRoA,250,stock market news
CmjOYwjYFE8,UCZ8S3qwowiFztAQBRTawWfA,372,politics talk shows
oN2nE4LtNxU,UCHscbOazUfmduCVKrmupo7w,241,fashion
IJoU7NnoI6M,UCZ8S3qwowiFztAQBRTawWfA,1451,politics talk shows
MXyz8l8G-cU,UCXM3b61alvDTJ7BPQ17TfAw,500,educational videos
KP0p9tBGfI4,UCZ8S3qwowiFztAQBRTawWfA,444,politics talk shows
AGJVR7srFlw,UCZ8S3qwowiFztAQBRTawWfA,88,politics talk shows
JAsblnwL-x0,UCRYVVLSwQZNUWaHUshzkRoA,364,stock market news
9yFnsij5Tvs,UCZ8S3qwowiFztAQBRTawWfA,45,politics talk shows
uaCDJlb5xuc,UCZ8S3qwowiFztAQBRTawWfA,1525,politics talk shows
XmMsIzNwLIs,UCZ8S3qwowiFztAQBRTawWfA,574,politics talk shows
QBlLGrr_C7o,UCZ8S3qwowiFztAQBRTawWfA,609,politics talk shows
FH8_fXyKitc,UCvcgnCkXhWaXrDxTbf15sOQ,519,political speech
8KBKvx9d_HE,UCRYVVLSwQZNUWaHUshzkRoA,323,stock market news
S-Kj2BYUoA8,UCZ8S3qwowiFztAQBRTawWfA,416,politics talk shows
tUyLrCYqmOY,UCZ8S3qwowiFztAQBRTawWfA,1555,politics talk shows
wHsmgtc4e9U,UCZ8S3qwowiFztAQBRTawWfA,1379,politics talk shows
mY7ZynKWt-U,UCZ8S3qwowiFztAQBRTawWfA,134,politics talk shows
Pztojt-zctI,UCZ8S3qwowiFztAQBRTawWfA,682,politics talk shows
