id,channel_id,duration(sec),domain
0ysDN-mEIW4,UCizurDUqELRFqNwsOI3KNVg,634,entertainment
1iTbtoxyjGM,UCU-Eb2wuhB3PP4J9eLPvhFw,180,
787ZnGFVDr4,UCaIwI_ZaAiP4PBJ5B1UEBaA,162,education talk shows
XszYgn34Xko,UCaIwI_ZaAiP4PBJ5B1UEBaA,62,education talk shows
d6c8ozHByI8,UCA6k93K85EV1jdajTAYmhIQ,44,standup comedy
BWI7gsP5oh8,UCaIwI_ZaAiP4PBJ5B1UEBaA,39,education talk shows
LDHqk885OZQ,UCMajJSPxYtIS-p7ATxpiiPw,297,spiritual videos
U5g3GMTOBrE,UCMajJSPxYtIS-p7ATxpiiPw,1885,spiritual videos
G7SvZ_2aKvY,UCMtFA7uZWRY_EvKFui-tHcQ,480,vlogs
L3QE0E2Ep5s,UCaIwI_ZaAiP4PBJ5B1UEBaA,94,education talk shows
L4LyLJlpDUY,UCaIwI_ZaAiP4PBJ5B1UEBaA,153,education talk shows
EgLsKV9xWnw,UC2j3bHA3wS3-48EyG_VM3Xw,999,entertainment talk shows
PdpZzoTLO0w,UCA6k93K85EV1jdajTAYmhIQ,125,standup comedy
KZBcuvc3fBU,UCaIwI_ZaAiP4PBJ5B1UEBaA,19,education talk shows
CvEv6pHel1I,UCA6k93K85EV1jdajTAYmhIQ,38,standup comedy
H4Rtr59wy8U,UCCRI9-6NyKqt1jj9YFbRLmQ,119,standup comedy
GpxKbh7ZOps,UCMajJSPxYtIS-p7ATxpiiPw,387,spiritual videos
MOWqspZZanI,UCaIwI_ZaAiP4PBJ5B1UEBaA,98,education talk shows
LPNPZcQdnbg,UC8e8pGUfxubzuZUvW43O3Gg,347,news
F9mnP5IOCbE,UC9s9Pc3yZ6n3ckfnjS_D1dQ,362,cooking
b5wkwTSQceU,UCizurDUqELRFqNwsOI3KNVg,833,entertainment
fs1kC4mHCuo,UCU-Eb2wuhB3PP4J9eLPvhFw,131,
Gw9BC3uDwi0,UCaIwI_ZaAiP4PBJ5B1UEBaA,192,education talk shows
dg7dntj7uf8,UC9XWZ1npVgVP-TM8dOAuv7Q,35,
ekMTjyVdSVc,UCU-Eb2wuhB3PP4J9eLPvhFw,490,
IwuKFYzPyA4,UC2j3bHA3wS3-48EyG_VM3Xw,155,entertainment talk shows
TOx8P6oJcKI,UCU-Eb2wuhB3PP4J9eLPvhFw,259,
sCgtpQ4qGUE,UC8e8pGUfxubzuZUvW43O3Gg,408,news
gugSbtWC3AQ,UCaIwI_ZaAiP4PBJ5B1UEBaA,73,education talk shows
Bj5uOQqRhwY,UC8e8pGUfxubzuZUvW43O3Gg,286,news
2AMecH1CF3k,UCMajJSPxYtIS-p7ATxpiiPw,391,spiritual videos
7j_WggnXnFU,UC0ZA82ZHkDVxOKkzM6U0sow,1442,education roundtables
3NsRFLYUgkk,UCU-Eb2wuhB3PP4J9eLPvhFw,154,
uJcyIg-AlUs,UCU-Eb2wuhB3PP4J9eLPvhFw,68,
40axr2Vl8kw,UCU-Eb2wuhB3PP4J9eLPvhFw,342,
toqVzexUxbo,UC9s9Pc3yZ6n3ckfnjS_D1dQ,622,cooking
2iOEsMWPMJc,UCizurDUqELRFqNwsOI3KNVg,563,entertainment
0K5MxKaUuzY,UCA6k93K85EV1jdajTAYmhIQ,164,standup comedy
GIpCLG8ac7Y,UCMajJSPxYtIS-p7ATxpiiPw,388,spiritual videos
L2uNfEJSPjw,UCU-Eb2wuhB3PP4J9eLPvhFw,590,
YZFFhINj1RY,UCMajJSPxYtIS-p7ATxpiiPw,544,spiritual videos
tCG9TS7EtsU,UCaIwI_ZaAiP4PBJ5B1UEBaA,49,education talk shows
uxBB-N_8Z3Y,UC9s9Pc3yZ6n3ckfnjS_D1dQ,61,cooking
mHYMpP2CCOY,UCMajJSPxYtIS-p7ATxpiiPw,281,spiritual videos
-0cju8WRrxE,UCLlGbou8fUklp3w14DoEh1Q,517,
9DoQb0k5Lwg,UCMajJSPxYtIS-p7ATxpiiPw,616,spiritual videos
et7j7E2_ATc,UCCRI9-6NyKqt1jj9YFbRLmQ,355,standup comedy
VYduQnknQOs,UC8e8pGUfxubzuZUvW43O3Gg,358,news
2S9sgv565uU,UC8e8pGUfxubzuZUvW43O3Gg,423,news
DV_lRde5J-8,UCMajJSPxYtIS-p7ATxpiiPw,1794,spiritual videos
tyI6fzf0Z_o,UCMajJSPxYtIS-p7ATxpiiPw,354,spiritual videos
vpDDgQqgu8Y,UC8e8pGUfxubzuZUvW43O3Gg,387,news
RogcJZk2Q7E,UCnOZHp3GNHHBSFEDBmwDajA,278,
hW0iUcDZ37c,UCnOZHp3GNHHBSFEDBmwDajA,434,
p1O46nf0IVw,UCU-Eb2wuhB3PP4J9eLPvhFw,133,
tLjmIhx02LM,UCPIQ5alLm7nNic_DLct-nRQ,215,
Z658qaXpNsY,UCaIwI_ZaAiP4PBJ5B1UEBaA,610,education talk shows
c53ojojdJSs,UCaIwI_ZaAiP4PBJ5B1UEBaA,52,education talk shows
yNk2ZrB9-p4,UC9s9Pc3yZ6n3ckfnjS_D1dQ,181,cooking
CsGbeyEwM8U,UCMtFA7uZWRY_EvKFui-tHcQ,376,vlogs
D0UAqu8AKgI,UCaIwI_ZaAiP4PBJ5B1UEBaA,673,education talk shows
MqXZmpb8LLQ,UC8e8pGUfxubzuZUvW43O3Gg,422,news
N4RaWjFq4y0,UCA6k93K85EV1jdajTAYmhIQ,74,standup comedy
N8ey41KHW10,UC8e8pGUfxubzuZUvW43O3Gg,1737,news
OSmPLDzb5nY,UCU-Eb2wuhB3PP4J9eLPvhFw,806,
Q59mqUp9CPk,UCaIwI_ZaAiP4PBJ5B1UEBaA,81,education talk shows
QL7MrjJc5UI,UC0ZA82ZHkDVxOKkzM6U0sow,335,education roundtables
UKW3MpGeFHk,UCU-Eb2wuhB3PP4J9eLPvhFw,256,
UjfXmxA_mzU,UCaIwI_ZaAiP4PBJ5B1UEBaA,156,education talk shows
V7NBL_nyc48,UC8e8pGUfxubzuZUvW43O3Gg,338,news
XijkmcoW94s,UCMajJSPxYtIS-p7ATxpiiPw,1895,spiritual videos
ZrdquyLNwp4,UCkJO8Zdo5MVapPvqPLNrPgg,242,
pzWZW_e_OfM,UC2G0tN_ac-uzVQCQ3Ep4avw,181,
K2SKrDrrhj0,UCU-Eb2wuhB3PP4J9eLPvhFw,222,
XSPxQJQZNwM,UCaIwI_ZaAiP4PBJ5B1UEBaA,147,education talk shows
NFVTDOvUY9U,UCCRI9-6NyKqt1jj9YFbRLmQ,269,standup comedy
U0OocjVYxfY,UC8e8pGUfxubzuZUvW43O3Gg,305,news
ZkD_QiRSywI,UCAtAQenQqjSKO_4yf2S3ZVQ,30,movie review
OIy4rhJ_YtA,UCaIwI_ZaAiP4PBJ5B1UEBaA,294,education talk shows
FilN7QhI4-c,UCMajJSPxYtIS-p7ATxpiiPw,676,spiritual videos
PxT1dDQVWkA,UC8e8pGUfxubzuZUvW43O3Gg,364,news
Qp5eqvYYR00,UCaIwI_ZaAiP4PBJ5B1UEBaA,122,education talk shows
n413HUOvOUM,UCizurDUqELRFqNwsOI3KNVg,96,entertainment
jKAYf-DaEMk,UCU-Eb2wuhB3PP4J9eLPvhFw,88,
hwG8VJcPsrM,UCMajJSPxYtIS-p7ATxpiiPw,2378,spiritual videos
xtF_QLuctzw,UC8e8pGUfxubzuZUvW43O3Gg,338,news
vRWPkOjQUK0,UCU-Eb2wuhB3PP4J9eLPvhFw,203,
35qO3D97jeA,UC2G0tN_ac-uzVQCQ3Ep4avw,603,
G5PnRkRKr5I,UC8e8pGUfxubzuZUvW43O3Gg,481,news
V7rYWmJ88k0,UCNbDVduCnLmHSUiR-cNp_rg,148,
bsHKdulcTTo,UC8e8pGUfxubzuZUvW43O3Gg,388,news
L0loJujQFjk,UCnOZHp3GNHHBSFEDBmwDajA,301,
CNfSqZPrKGo,UCaIwI_ZaAiP4PBJ5B1UEBaA,103,education talk shows
xUiryEAWitQ,UCCRI9-6NyKqt1jj9YFbRLmQ,241,standup comedy
2p3v9iBW010,UCLlGbou8fUklp3w14DoEh1Q,362,
TMwUCI-bw4I,UCMtFA7uZWRY_EvKFui-tHcQ,622,vlogs
yDf_8curmQo,UCaIwI_ZaAiP4PBJ5B1UEBaA,144,education talk shows
IQWBdepJ5hw,UCMajJSPxYtIS-p7ATxpiiPw,1773,spiritual videos
6bD3RqmxR_A,UCkJO8Zdo5MVapPvqPLNrPgg,392,
u_sujQS-c1Q,UCU-Eb2wuhB3PP4J9eLPvhFw,164,
4X_NOXKlHqY,UCPIQ5alLm7nNic_DLct-nRQ,121,
rJiKXCDokDk,UCMajJSPxYtIS-p7ATxpiiPw,2003,spiritual videos
-nt-Kh5Fhrg,UCnOZHp3GNHHBSFEDBmwDajA,333,
fxAQVfCuaxo,UCMajJSPxYtIS-p7ATxpiiPw,356,spiritual videos
spBiJsVNMu4,UCA6k93K85EV1jdajTAYmhIQ,74,standup comedy
dqBZ-qnTy9Q,UCaIwI_ZaAiP4PBJ5B1UEBaA,75,education talk shows
jC2KxYrBj98,UCA6k93K85EV1jdajTAYmhIQ,89,standup comedy
l6SwEo4VUF4,UCaIwI_ZaAiP4PBJ5B1UEBaA,130,education talk shows
jA5bA8uY93w,UC8e8pGUfxubzuZUvW43O3Gg,452,news
Fqu7b6kRnBE,UC8e8pGUfxubzuZUvW43O3Gg,342,news
_18y5F1K2qY,UCnOZHp3GNHHBSFEDBmwDajA,331,
mxL9fBAubKc,UCkJO8Zdo5MVapPvqPLNrPgg,219,
gnc4mAgniXI,UCaIwI_ZaAiP4PBJ5B1UEBaA,171,education talk shows
s3WJw2IRagk,UCMajJSPxYtIS-p7ATxpiiPw,1979,spiritual videos
nb4hQTywkSk,UCU-Eb2wuhB3PP4J9eLPvhFw,180,
kd_kZWIPMnc,UCnOZHp3GNHHBSFEDBmwDajA,587,
nuUL5lL5LhY,UCU-Eb2wuhB3PP4J9eLPvhFw,130,
P22UCskZatw,UC9XWZ1npVgVP-TM8dOAuv7Q,145,
6BojOmt5m0s,UCaIwI_ZaAiP4PBJ5B1UEBaA,718,education talk shows
6OKPJcKLdLE,UCA6k93K85EV1jdajTAYmhIQ,119,standup comedy
6cssqoL7jOo,UCizurDUqELRFqNwsOI3KNVg,1089,entertainment
P6RVAgRbtRU,UC9s9Pc3yZ6n3ckfnjS_D1dQ,409,cooking
8xurxiirS6c,UCaIwI_ZaAiP4PBJ5B1UEBaA,83,education talk shows
JR8NLSzNiH0,UC9XWZ1npVgVP-TM8dOAuv7Q,334,
VOtqG4QY1jY,UCnOZHp3GNHHBSFEDBmwDajA,193,
pyMw8OtQqmA,UC2j3bHA3wS3-48EyG_VM3Xw,257,entertainment talk shows
yCUzqF6UZwk,UC9XWZ1npVgVP-TM8dOAuv7Q,296,
2hSyg-lnngs,UC0ZA82ZHkDVxOKkzM6U0sow,218,education roundtables
5uQwYZ_78LE,UCU-Eb2wuhB3PP4J9eLPvhFw,461,
taH3ma8yTHo,UCCRI9-6NyKqt1jj9YFbRLmQ,356,standup comedy
rT2Yrtotluw,UC8e8pGUfxubzuZUvW43O3Gg,496,news
tYBe1DNEt_0,UCU-Eb2wuhB3PP4J9eLPvhFw,203,
oFr2eyejgkk,UCaIwI_ZaAiP4PBJ5B1UEBaA,628,education talk shows
ROpMd2PuuEc,UCizurDUqELRFqNwsOI3KNVg,167,entertainment
hZ-RNQzDONo,UCaIwI_ZaAiP4PBJ5B1UEBaA,61,education talk shows
ihbFhKlyLCE,UCMajJSPxYtIS-p7ATxpiiPw,473,spiritual videos
S29mE-XAg3E,UCU-Eb2wuhB3PP4J9eLPvhFw,357,
eqo_yeLpqeg,UCNbDVduCnLmHSUiR-cNp_rg,264,
gSjZOcBryAw,UCU-Eb2wuhB3PP4J9eLPvhFw,238,
ZnbkbzGhLKE,UCMajJSPxYtIS-p7ATxpiiPw,942,spiritual videos
NBpK5AtMSic,UC0ZA82ZHkDVxOKkzM6U0sow,505,education roundtables
NBw1wft2Prs,UCU-Eb2wuhB3PP4J9eLPvhFw,371,
MCzA1YERb8w,UCnOZHp3GNHHBSFEDBmwDajA,146,
7eXGJr1yWqA,UCMajJSPxYtIS-p7ATxpiiPw,299,spiritual videos
v_38veKum2c,UCE_Hi8kyvZ9nWYJHkpYx67g,13,
h40rw2xlXI8,UCA6k93K85EV1jdajTAYmhIQ,79,standup comedy
_1Z69VqeRMc,UC8e8pGUfxubzuZUvW43O3Gg,349,news
5c5WnnM9hkI,UCCRI9-6NyKqt1jj9YFbRLmQ,231,standup comedy
RZbJD24uIHA,UCNbDVduCnLmHSUiR-cNp_rg,202,
W-o-pqvQNDs,UCMajJSPxYtIS-p7ATxpiiPw,2201,spiritual videos
Pm7R8MGqAaQ,UCMajJSPxYtIS-p7ATxpiiPw,482,spiritual videos
_W0E21qROlk,UCU-Eb2wuhB3PP4J9eLPvhFw,341,
SmFxc_KNBNI,UCCRI9-6NyKqt1jj9YFbRLmQ,222,standup comedy
ivKtIy9dNW4,UCkJO8Zdo5MVapPvqPLNrPgg,463,
jE8-ow9LfKg,UC8e8pGUfxubzuZUvW43O3Gg,302,news
sxJNw23S_dw,UCizurDUqELRFqNwsOI3KNVg,1757,entertainment
BvM9PWHawk0,UCU-Eb2wuhB3PP4J9eLPvhFw,171,
ANI2h6VWyKg,UC8e8pGUfxubzuZUvW43O3Gg,1658,news
-KHQ-bmBXJE,UCMajJSPxYtIS-p7ATxpiiPw,321,spiritual videos
_1UXIAuupSE,UC8e8pGUfxubzuZUvW43O3Gg,381,news
2VI1QXs5HcY,UCMajJSPxYtIS-p7ATxpiiPw,493,spiritual videos
3BfsdoVS03E,UCaIwI_ZaAiP4PBJ5B1UEBaA,508,education talk shows
Gw--wkPZ43E,UCMajJSPxYtIS-p7ATxpiiPw,577,spiritual videos
5JLTsUCzB3c,UCaIwI_ZaAiP4PBJ5B1UEBaA,585,education talk shows
FFfVVFZAS2E,UCMajJSPxYtIS-p7ATxpiiPw,388,spiritual videos
kkL1avtxX-Q,UCaIwI_ZaAiP4PBJ5B1UEBaA,1175,education talk shows
f85P5qGhRTI,UCU-Eb2wuhB3PP4J9eLPvhFw,657,
oznvbWBgMSc,UC8e8pGUfxubzuZUvW43O3Gg,360,news
R-qm3QJCI3A,UCU-Eb2wuhB3PP4J9eLPvhFw,328,
HYi-H-3EZfc,UCaIwI_ZaAiP4PBJ5B1UEBaA,404,education talk shows
HY6v-BWjRGE,UCaIwI_ZaAiP4PBJ5B1UEBaA,119,education talk shows
RYCmDavRfMw,UCU-Eb2wuhB3PP4J9eLPvhFw,183,
GwNKZZ3PwJI,UCizurDUqELRFqNwsOI3KNVg,847,entertainment
b4BBSVKuymo,UC0ZA82ZHkDVxOKkzM6U0sow,142,education roundtables
c9NW5RXwCx8,UCaIwI_ZaAiP4PBJ5B1UEBaA,132,education talk shows
gAaMiTXlyPM,UCA6k93K85EV1jdajTAYmhIQ,74,standup comedy
h1_--4kfhbs,UCnOZHp3GNHHBSFEDBmwDajA,296,
hRa-DV23JBU,UC2G0tN_ac-uzVQCQ3Ep4avw,394,
pN7tD_bt2VM,UCCRI9-6NyKqt1jj9YFbRLmQ,200,standup comedy
q9qvWhX8eV0,UCaIwI_ZaAiP4PBJ5B1UEBaA,131,education talk shows
B44CXE0J7nM,UCaIwI_ZaAiP4PBJ5B1UEBaA,98,education talk shows
hXz47IIljA4,UC8e8pGUfxubzuZUvW43O3Gg,1421,news
jtSVvy_sKd0,UC8e8pGUfxubzuZUvW43O3Gg,1436,news
z1ObJs6qFlE,UC8e8pGUfxubzuZUvW43O3Gg,812,news
skF4VsXtIOM,UC8e8pGUfxubzuZUvW43O3Gg,761,news
y6fUqx3drzI,UCU-Eb2wuhB3PP4J9eLPvhFw,178,
trgoZhofeYk,UCMajJSPxYtIS-p7ATxpiiPw,579,spiritual videos
pHaj0VNFZ-U,UCkJO8Zdo5MVapPvqPLNrPgg,296,
SUVW1jqnUCs,UCnOZHp3GNHHBSFEDBmwDajA,250,
bFP8jV1ypgo,UCCRI9-6NyKqt1jj9YFbRLmQ,316,standup comedy
YZBjsdphiEw,UCA6k93K85EV1jdajTAYmhIQ,150,standup comedy
Pv-xRCtyNHY,UCU-Eb2wuhB3PP4J9eLPvhFw,139,
PrVSQlhg0AY,UCA6k93K85EV1jdajTAYmhIQ,106,standup comedy
Yis5_nwcK6M,UC0ZA82ZHkDVxOKkzM6U0sow,895,education roundtables
vZQ-Ic3d8-c,UChC6RXMzSdk7YbD4fowBbKA,35,
0kl3MCE6ZEE,UCaIwI_ZaAiP4PBJ5B1UEBaA,621,education talk shows
SM7eBXaQZ1o,UC9s9Pc3yZ6n3ckfnjS_D1dQ,211,cooking
kmNnRixX4ks,UCCRI9-6NyKqt1jj9YFbRLmQ,260,standup comedy
XgZsjYHzeQU,UCU-Eb2wuhB3PP4J9eLPvhFw,469,
ayt-m9eKANU,UCNbDVduCnLmHSUiR-cNp_rg,75,
e5LoB_a_dtc,UCizurDUqELRFqNwsOI3KNVg,272,entertainment
txJNm95IllE,UCA6k93K85EV1jdajTAYmhIQ,147,standup comedy
tkfDWCcwyDI,UCaIwI_ZaAiP4PBJ5B1UEBaA,54,education talk shows
uVPRXeHbrAM,UCaIwI_ZaAiP4PBJ5B1UEBaA,99,education talk shows
vx5oYGasfac,UCMajJSPxYtIS-p7ATxpiiPw,569,spiritual videos
y47cV9MGGzU,UCaIwI_ZaAiP4PBJ5B1UEBaA,48,education talk shows
y7BVf1G_3gE,UCMajJSPxYtIS-p7ATxpiiPw,300,spiritual videos
xL38Kof0i80,UC2G0tN_ac-uzVQCQ3Ep4avw,418,
dmMhI0Lk2ms,UC2j3bHA3wS3-48EyG_VM3Xw,1283,entertainment talk shows
qUVWa9KJ4sg,UC2j3bHA3wS3-48EyG_VM3Xw,172,entertainment talk shows
lKWdngzH-hU,UC2j3bHA3wS3-48EyG_VM3Xw,2402,entertainment talk shows
NZu7yMoFLzo,UCPIQ5alLm7nNic_DLct-nRQ,102,
zLA5haD9mew,UCaIwI_ZaAiP4PBJ5B1UEBaA,94,education talk shows
oFCwNYd14MU,UCkJO8Zdo5MVapPvqPLNrPgg,606,
-BH4HiSlOds,UCaIwI_ZaAiP4PBJ5B1UEBaA,220,education talk shows
9PJTDxBMDsM,UCaIwI_ZaAiP4PBJ5B1UEBaA,90,education talk shows
vKRkYqs0jvM,UCaIwI_ZaAiP4PBJ5B1UEBaA,148,education talk shows
ReGlgv6W6tk,UC2G0tN_ac-uzVQCQ3Ep4avw,624,
c0DIr8aibIo,UCaIwI_ZaAiP4PBJ5B1UEBaA,159,education talk shows
j_0mJhSDvk4,UCaIwI_ZaAiP4PBJ5B1UEBaA,199,education talk shows
zlUv2uJDgx4,UCU-Eb2wuhB3PP4J9eLPvhFw,86,
1GKYm7gh1UU,UCU-Eb2wuhB3PP4J9eLPvhFw,3522,
2BdUI-vfvdU,UCnOZHp3GNHHBSFEDBmwDajA,823,
NuRCb76IdDk,UCaIwI_ZaAiP4PBJ5B1UEBaA,207,education talk shows
v8DULX3c_fQ,UC8e8pGUfxubzuZUvW43O3Gg,1027,news
hOG7UAG3LIs,UCaIwI_ZaAiP4PBJ5B1UEBaA,56,education talk shows
N_q1o40fkbA,UC8e8pGUfxubzuZUvW43O3Gg,1410,news
OHxKEyrNhQs,UCaIwI_ZaAiP4PBJ5B1UEBaA,60,education talk shows
2ehk7alr5P8,UC2j3bHA3wS3-48EyG_VM3Xw,1477,entertainment talk shows
erPdS_7-4cg,UC2j3bHA3wS3-48EyG_VM3Xw,2732,entertainment talk shows
gsOCjDgPrwo,UCA6k93K85EV1jdajTAYmhIQ,77,standup comedy
JdhKVnBUSc4,UCaIwI_ZaAiP4PBJ5B1UEBaA,42,education talk shows
7QShk5ujikM,UC2j3bHA3wS3-48EyG_VM3Xw,926,entertainment talk shows
hvaoDRiVSJM,UCaIwI_ZaAiP4PBJ5B1UEBaA,307,education talk shows
LegYJFTXh8g,UCU-Eb2wuhB3PP4J9eLPvhFw,165,
tl949_QqUa4,UC9s9Pc3yZ6n3ckfnjS_D1dQ,158,cooking
R0I_IihJUec,UCMajJSPxYtIS-p7ATxpiiPw,652,spiritual videos
Bq91AZ7kenM,UC8e8pGUfxubzuZUvW43O3Gg,216,news
AbymE6bmBOw,UCaIwI_ZaAiP4PBJ5B1UEBaA,103,education talk shows
sp1iUH1mOP8,UCU-Eb2wuhB3PP4J9eLPvhFw,348,
EVC92bKWo9U,UCE_Hi8kyvZ9nWYJHkpYx67g,10,
D4KF6plIp4E,UCaIwI_ZaAiP4PBJ5B1UEBaA,35,education talk shows
KiIWtRAA-lc,UCaIwI_ZaAiP4PBJ5B1UEBaA,85,education talk shows
FtDoXxmkhRw,UCCRI9-6NyKqt1jj9YFbRLmQ,201,standup comedy
JqjoZXmWR7s,UCkJO8Zdo5MVapPvqPLNrPgg,1234,
tr8M-omvc0M,UC2j3bHA3wS3-48EyG_VM3Xw,818,entertainment talk shows
SA-8VA-aJ3c,UCU-Eb2wuhB3PP4J9eLPvhFw,63,
UpUGfCksgAE,UCNbDVduCnLmHSUiR-cNp_rg,259,
JG5f-Q8wdJM,UCA6k93K85EV1jdajTAYmhIQ,131,standup comedy
JCmG3EcK6ek,UCMajJSPxYtIS-p7ATxpiiPw,463,spiritual videos
EaM8ZktXiLc,UCaIwI_ZaAiP4PBJ5B1UEBaA,520,education talk shows
RFePyV6_lV8,UCCRI9-6NyKqt1jj9YFbRLmQ,327,standup comedy
FRsZfaQA_Kk,UCnOZHp3GNHHBSFEDBmwDajA,302,
27GbCsLh4N4,UCaIwI_ZaAiP4PBJ5B1UEBaA,66,education talk shows
wyC40XXSCMc,UCLlGbou8fUklp3w14DoEh1Q,704,
OuBkLYJCfFU,UCnOZHp3GNHHBSFEDBmwDajA,241,
YMuCOOw4vx0,UC8e8pGUfxubzuZUvW43O3Gg,1424,news
eqwL1pTZXT4,UC8e8pGUfxubzuZUvW43O3Gg,790,news
v9hXxi8QRp4,UCPIQ5alLm7nNic_DLct-nRQ,69,
IaNsY3QwCx4,UCkJO8Zdo5MVapPvqPLNrPgg,294,
Na1TEoW7R7k,UC2G0tN_ac-uzVQCQ3Ep4avw,508,
SFzFbLhsjnc,UC2j3bHA3wS3-48EyG_VM3Xw,779,entertainment talk shows
Uz6mg3shfuA,UC2j3bHA3wS3-48EyG_VM3Xw,1603,entertainment talk shows
_1QFquR0_uU,UC2j3bHA3wS3-48EyG_VM3Xw,899,entertainment talk shows
oA4xsGeBTK4,UC2j3bHA3wS3-48EyG_VM3Xw,255,entertainment talk shows
nsomsVhCpQM,UC2j3bHA3wS3-48EyG_VM3Xw,1946,entertainment talk shows
oXUVYPgCONc,UC2j3bHA3wS3-48EyG_VM3Xw,84,entertainment talk shows
uYP_z-oRnKA,UCaIwI_ZaAiP4PBJ5B1UEBaA,152,education talk shows
fiqF_wB5gag,UCPIQ5alLm7nNic_DLct-nRQ,116,
f-Rjf3c5LUU,UChC6RXMzSdk7YbD4fowBbKA,328,
RLkxkMzKjIc,UCPIQ5alLm7nNic_DLct-nRQ,255,
afurX8bgnRc,UCaIwI_ZaAiP4PBJ5B1UEBaA,144,education talk shows
